time,azimuth,elevation
2025-02-01 11:15:18.78373+00,163.05,31.88
2025-02-01 11:19:18.785125+00,164.15,32.1
2025-02-01 11:23:18.786264+00,165.26,32.3
2025-02-01 11:27:18.787861+00,166.37,32.49
2025-02-01 11:31:18.789803+00,167.48,32.66
2025-02-01 11:35:18.791631+00,168.6,32.83
2025-02-01 11:39:18.793441+00,169.73,32.97
2025-02-01 11:43:18.795446+00,170.86,33.1
2025-02-01 11:47:18.797568+00,171.99,33.22
2025-02-01 11:51:18.799083+00,173.13,33.32
2025-02-01 11:55:18.801301+00,174.27,33.4
2025-02-01 11:59:18.804555+00,175.41,33.47
2025-02-01 12:03:18.804477+00,176.56,33.53
2025-02-01 12:07:18.806778+00,177.7,33.57
2025-02-01 12:11:18.808073+00,178.85,33.59
2025-02-01 12:15:14.004879+00,179.98,33.6
2025-02-01 12:19:14.006998+00,181.13,33.59
2025-02-01 12:23:14.007878+00,182.27,33.57
2025-02-01 12:27:14.010344+00,183.42,33.53
2025-02-01 12:31:14.011582+00,184.57,33.48
2025-02-01 12:35:14.013368+00,185.71,33.41
2025-02-01 12:39:14.016219+00,186.85,33.33
2025-02-01 12:43:14.017284+00,187.99,33.23
2025-02-01 12:47:14.020554+00,189.12,33.12
2025-02-01 12:51:14.021533+00,190.25,32.99
2025-02-01 12:55:14.022708+00,191.38,32.84
2025-02-01 12:59:14.023564+00,192.5,32.68
2025-02-01 13:03:14.025295+00,193.62,32.51
2025-02-01 13:07:14.026849+00,194.73,32.32
2025-02-01 13:11:14.028282+00,195.83,32.12
2025-02-01 13:15:14.02929+00,196.93,31.9
2025-02-01 13:19:14.030703+00,198.02,31.67
2025-02-01 13:23:14.032141+00,199.11,31.43
2025-02-01 13:27:14.032717+00,200.18,31.17
2025-02-01 13:31:14.034243+00,201.25,30.9
2025-02-01 13:35:14.035488+00,202.32,30.61
2025-02-01 13:39:14.038503+00,203.37,30.31
2025-02-01 13:43:14.04007+00,204.42,30.0
2025-02-01 13:47:14.04073+00,205.45,29.68
2025-02-01 13:51:14.041889+00,206.48,29.34
2025-02-01 13:55:14.043004+00,207.5,28.99
2025-02-01 13:59:14.044556+00,208.51,28.63
2025-02-01 14:03:14.045877+00,209.51,28.26
2025-02-01 14:07:14.048163+00,210.5,27.87
2025-02-01 14:11:14.04985+00,211.49,27.48
2025-02-01 14:15:14.051923+00,212.46,27.07
2025-02-01 14:19:14.052453+00,213.42,26.65
2025-02-01 14:23:14.053739+00,214.38,26.22
2025-02-01 14:27:14.055251+00,215.32,25.78
2025-02-01 14:31:14.056368+00,216.26,25.33
2025-02-01 14:35:14.057228+00,217.18,24.87
2025-02-01 14:39:14.058354+00,218.1,24.4
2025-02-01 14:43:14.060229+00,219.01,23.92
2025-02-01 14:47:14.062729+00,219.9,23.43
2025-02-01 14:51:14.065449+00,220.79,22.94
2025-02-01 14:55:14.066493+00,221.67,22.43
2025-02-01 14:59:14.069112+00,222.54,21.91
2025-02-01 15:03:14.07116+00,223.4,21.39
2025-02-01 15:07:14.073207+00,224.25,20.86
2025-02-01 15:11:14.07448+00,225.09,20.32
2025-02-01 15:15:14.075667+00,225.92,19.77
2025-02-01 15:19:14.077441+00,226.75,19.21
2025-02-01 15:23:14.079902+00,227.57,18.65
2025-02-01 15:27:14.081536+00,228.37,18.08
2025-02-01 15:31:14.082797+00,229.17,17.5
2025-02-01 15:35:14.085427+00,229.96,16.91
2025-02-01 15:39:14.086843+00,230.74,16.32
2025-02-01 15:43:14.089076+00,231.52,15.72
2025-02-01 15:47:14.09042+00,232.29,15.12
2025-02-01 15:51:14.09263+00,233.05,14.51
2025-02-01 15:55:14.094034+00,233.8,13.89
2025-02-01 15:59:14.095054+00,234.54,13.27
2025-02-01 16:03:14.096569+00,235.28,12.64
2025-02-01 16:07:14.098327+00,236.01,12.01
2025-02-01 16:11:14.100779+00,236.74,11.37
2025-02-01 16:15:14.102635+00,237.45,10.73
2025-02-01 16:19:43.726285+00,238.25,10.0
2025-02-01 16:21:43.729331+00,238.6,9.68
2025-02-01 16:23:43.730428+00,238.95,9.35
2025-02-01 16:25:43.732127+00,239.3,9.02
2025-02-01 16:27:43.733427+00,239.65,8.69
2025-02-01 16:29:43.734314+00,240.0,8.36
2025-02-01 16:31:43.735142+00,240.35,8.03
2025-02-01 16:33:43.736755+00,240.69,7.7
2025-02-01 16:35:43.737439+00,241.03,7.37
2025-02-01 16:37:43.738751+00,241.37,7.04
2025-02-01 16:39:43.740304+00,241.71,6.7
2025-02-01 16:41:43.741593+00,242.05,6.37
2025-02-01 16:43:43.744177+00,242.39,6.04
2025-02-01 16:45:43.745843+00,242.73,5.7
2025-02-01 16:47:43.748716+00,243.06,5.36
2025-02-01 16:49:43.74908+00,243.39,5.03
2025-02-01 16:51:43.750294+00,243.73,4.69
2025-02-01 16:53:43.751484+00,244.06,4.36
2025-02-01 16:55:43.753683+00,244.39,4.02
2025-02-01 16:57:43.755408+00,244.72,3.69
2025-02-01 16:59:43.757486+00,245.04,3.35
2025-02-01 17:01:43.759519+00,245.37,3.02
2025-02-01 17:03:43.76107+00,245.7,2.69
2025-02-01 17:05:43.762331+00,246.02,2.35
2025-02-01 17:07:43.7642+00,246.34,2.03
2025-02-01 17:09:43.765662+00,246.67,1.7
2025-02-01 17:11:43.767084+00,246.99,1.38
2025-02-01 17:13:43.768988+00,247.31,1.06
2025-02-01 17:15:43.770077+00,247.63,0.74
2025-02-01 17:17:43.77223+00,247.94,0.44
2025-02-01 17:19:43.774419+00,248.26,0.14
2025-02-01 17:21:49.2487+00,248.59,-0.37
2025-02-01 17:25:49.250447+00,249.23,-1.29
2025-02-01 17:29:49.251647+00,249.85,-2.08
2025-02-01 17:33:49.253292+00,250.48,-2.84
2025-02-01 17:37:49.25531+00,251.1,-3.59
2025-02-01 17:41:49.256801+00,251.72,-4.34
2025-02-01 17:45:49.257637+00,252.33,-5.08
2025-02-01 17:50:44.577478+00,253.09,-6.0
2025-02-01 17:58:44.5805+00,254.31,-7.49
2025-02-01 18:06:44.580914+00,255.53,-8.99
2025-02-01 18:14:44.583786+00,256.73,-10.49
2025-02-01 18:22:44.5652+00,257.94,-12.0
2025-02-01 18:30:44.566873+00,259.14,-13.51
2025-02-01 18:38:44.56931+00,260.35,-15.03
2025-02-01 18:46:44.570606+00,261.55,-16.56
2025-02-01 18:54:16.188975+00,262.69,-18.0
2025-02-01 19:14:16.191464+00,265.73,-21.84
2025-02-01 19:34:16.193135+00,268.83,-25.69
2025-02-01 19:54:16.19514+00,272.03,-29.55
2025-02-01 20:14:16.196445+00,275.37,-33.4
2025-02-01 20:34:16.198183+00,278.89,-37.23
2025-02-01 20:54:16.20005+00,282.66,-41.02
2025-02-01 21:14:16.202296+00,286.76,-44.75
2025-02-01 21:34:16.204296+00,291.27,-48.39
2025-02-01 21:54:16.206182+00,296.32,-51.92
2025-02-01 22:14:16.207629+00,302.06,-55.29
2025-02-01 22:34:16.209378+00,308.67,-58.43
2025-02-01 22:54:16.210444+00,316.35,-61.28
2025-02-01 23:14:16.212451+00,325.28,-63.72
2025-02-01 23:34:16.213517+00,335.56,-65.62
2025-02-01 23:54:16.214906+00,347.06,-66.86
2025-02-02 00:15:25.004047+00,0.03,-67.32
2025-02-02 00:35:25.005167+00,12.31,-66.9
2025-02-02 00:55:25.006586+00,23.85,-65.69
2025-02-02 01:15:25.008744+00,34.19,-63.81
2025-02-02 01:35:25.011267+00,43.18,-61.39
2025-02-02 01:55:25.011949+00,50.91,-58.56
2025-02-02 02:15:25.014501+00,57.56,-55.43
2025-02-02 02:35:25.01513+00,63.33,-52.06
2025-02-02 02:55:25.017331+00,68.41,-48.54
2025-02-02 03:15:25.018602+00,72.94,-44.89
2025-02-02 03:35:25.020752+00,77.05,-41.16
2025-02-02 03:55:25.024395+00,80.83,-37.37
2025-02-02 04:15:25.024391+00,84.36,-33.54
2025-02-02 04:35:25.026642+00,87.7,-29.69
2025-02-02 04:55:25.027813+00,90.9,-25.83
2025-02-02 05:15:25.02949+00,94.0,-21.97
2025-02-02 05:36:03.646858+00,97.14,-18.0
2025-02-02 05:44:03.649544+00,98.35,-16.47
2025-02-02 05:52:03.65099+00,99.55,-14.94
2025-02-02 06:00:03.652901+00,100.75,-13.42
2025-02-02 06:07:31.835208+00,101.87,-12.0
2025-02-02 06:15:31.837319+00,103.08,-10.49
2025-02-02 06:23:31.840121+00,104.28,-8.98
2025-02-02 06:31:31.840884+00,105.5,-7.48
2025-02-02 06:39:27.544291+00,106.71,-6.0
2025-02-02 06:43:27.545552+00,107.32,-5.26
2025-02-02 06:47:27.546933+00,107.93,-4.51
2025-02-02 06:51:27.54765+00,108.55,-3.76
2025-02-02 06:55:27.548404+00,109.17,-3.01
2025-02-02 06:59:27.550711+00,109.79,-2.25
2025-02-02 07:03:27.551772+00,110.42,-1.47
2025-02-02 07:08:17.704799+00,111.18,-0.37
2025-02-02 07:10:17.705996+00,111.5,0.12
2025-02-02 07:12:17.708168+00,111.81,0.42
2025-02-02 07:14:17.70993+00,112.13,0.73
2025-02-02 07:16:17.711493+00,112.45,1.04
2025-02-02 07:18:17.712785+00,112.77,1.36
2025-02-02 07:20:17.71327+00,113.09,1.69
2025-02-02 07:22:17.714881+00,113.41,2.01
2025-02-02 07:24:17.716762+00,113.73,2.34
2025-02-02 07:26:17.718387+00,114.06,2.67
2025-02-02 07:28:17.721553+00,114.38,3.01
2025-02-02 07:30:17.722843+00,114.71,3.34
2025-02-02 07:32:17.724428+00,115.04,3.68
2025-02-02 07:34:17.725625+00,115.36,4.01
2025-02-02 07:36:17.72735+00,115.69,4.35
2025-02-02 07:38:17.729225+00,116.02,4.69
2025-02-02 07:40:17.730395+00,116.35,5.03
2025-02-02 07:42:17.732154+00,116.69,5.36
2025-02-02 07:44:17.73331+00,117.02,5.7
2025-02-02 07:46:17.734728+00,117.36,6.04
2025-02-02 07:48:17.737073+00,117.69,6.37
2025-02-02 07:50:17.738075+00,118.03,6.71
2025-02-02 07:52:17.740409+00,118.37,7.04
2025-02-02 07:54:17.741499+00,118.71,7.38
2025-02-02 07:56:17.742303+00,119.05,7.71
2025-02-02 07:58:17.743351+00,119.4,8.04
2025-02-02 08:00:17.746235+00,119.74,8.38
2025-02-02 08:02:17.74822+00,120.09,8.71
2025-02-02 08:04:17.749984+00,120.43,9.04
2025-02-02 08:06:17.75129+00,120.78,9.37
2025-02-02 08:08:17.752082+00,121.13,9.69
2025-02-02 08:10:09.466358+00,121.46,10.0
2025-02-02 08:14:09.469161+00,122.17,10.65
2025-02-02 08:18:09.471268+00,122.89,11.3
2025-02-02 08:22:09.472461+00,123.61,11.94
2025-02-02 08:26:09.473822+00,124.34,12.58
2025-02-02 08:30:09.475373+00,125.07,13.21
2025-02-02 08:34:09.478233+00,125.81,13.83
2025-02-02 08:38:09.480031+00,126.56,14.45
2025-02-02 08:42:09.48223+00,127.32,15.07
2025-02-02 08:46:09.483741+00,128.08,15.68
2025-02-02 08:50:09.485398+00,128.86,16.28
2025-02-02 08:54:09.486636+00,129.64,16.88
2025-02-02 08:58:09.488107+00,130.43,17.47
2025-02-02 09:02:09.490103+00,131.22,18.05
2025-02-02 09:06:09.492657+00,132.03,18.63
2025-02-02 09:10:09.49385+00,132.84,19.19
2025-02-02 09:14:09.496167+00,133.66,19.76
2025-02-02 09:18:09.497637+00,134.49,20.31
2025-02-02 09:22:09.49865+00,135.33,20.86
2025-02-02 09:26:09.499947+00,136.18,21.39
2025-02-02 09:30:09.503487+00,137.04,21.92
2025-02-02 09:34:09.504712+00,137.9,22.45
2025-02-02 09:38:09.50651+00,138.78,22.96
2025-02-02 09:42:09.508566+00,139.67,23.46
2025-02-02 09:46:09.509143+00,140.56,23.96
2025-02-02 09:50:09.509915+00,141.47,24.44
2025-02-02 09:54:09.511812+00,142.38,24.92
2025-02-02 09:58:09.513797+00,143.3,25.38
2025-02-02 10:02:09.515442+00,144.24,25.84
2025-02-02 10:06:09.516704+00,145.18,26.29
2025-02-02 10:10:09.518163+00,146.13,26.72
2025-02-02 10:14:09.519179+00,147.09,27.15
2025-02-02 10:18:09.52018+00,148.07,27.56
2025-02-02 10:22:09.521718+00,149.05,27.96
2025-02-02 10:26:09.522894+00,150.04,28.35
2025-02-02 10:30:09.523516+00,151.04,28.73
2025-02-02 10:34:09.526081+00,152.05,29.1
2025-02-02 10:38:09.527791+00,153.07,29.46
2025-02-02 10:42:09.529276+00,154.1,29.8
2025-02-02 10:46:09.530402+00,155.13,30.13
2025-02-02 10:50:09.531317+00,156.18,30.45
2025-02-02 10:54:09.532597+00,157.23,30.76
2025-02-02 10:58:09.533715+00,158.3,31.05
2025-02-02 11:02:09.535469+00,159.37,31.33
2025-02-02 11:06:09.536788+00,160.45,31.6
2025-02-02 11:10:09.538124+00,161.53,31.85
2025-02-02 11:14:09.539846+00,162.63,32.09
2025-02-02 11:18:09.543118+00,163.73,32.31
2025-02-02 11:22:09.544704+00,164.83,32.52
2025-02-02 11:26:09.545336+00,165.95,32.71
2025-02-02 11:30:09.547888+00,167.06,32.89
2025-02-02 11:34:09.549815+00,168.19,33.06
2025-02-02 11:38:09.551081+00,169.32,33.21
2025-02-02 11:42:09.552966+00,170.45,33.35
2025-02-02 11:46:09.555737+00,171.59,33.47
2025-02-02 11:50:09.55759+00,172.73,33.58
2025-02-02 11:54:09.559869+00,173.88,33.67
2025-02-02 11:58:09.563295+00,175.02,33.74
2025-02-02 12:02:09.564601+00,176.17,33.8
2025-02-02 12:06:09.566209+00,177.33,33.85
2025-02-02 12:10:09.569458+00,178.48,33.88
2025-02-02 12:14:09.571868+00,179.63,33.89
2025-02-02 12:15:22.005035+00,179.98,33.89
2025-02-02 12:19:22.007362+00,181.14,33.88
2025-02-02 12:23:22.009673+00,182.29,33.86
2025-02-02 12:27:22.012204+00,183.44,33.82
2025-02-02 12:31:22.013487+00,184.59,33.77
2025-02-02 12:35:22.015486+00,185.74,33.7
2025-02-02 12:39:22.016969+00,186.89,33.62
2025-02-02 12:43:22.018908+00,188.03,33.52
2025-02-02 12:47:22.020903+00,189.17,33.4
2025-02-02 12:51:22.021861+00,190.31,33.27
2025-02-02 12:55:22.024765+00,191.44,33.13
2025-02-02 12:59:22.028366+00,192.56,32.97
2025-02-02 13:03:22.028686+00,193.69,32.8
2025-02-02 13:07:22.030191+00,194.8,32.61
2025-02-02 13:11:22.031609+00,195.91,32.4
2025-02-02 13:15:22.032567+00,197.01,32.19
2025-02-02 13:19:22.034436+00,198.11,31.95
2025-02-02 13:23:22.036394+00,199.2,31.71
2025-02-02 13:27:22.03811+00,200.28,31.45
2025-02-02 13:31:22.039807+00,201.36,31.17
2025-02-02 13:35:22.040672+00,202.42,30.89
2025-02-02 13:39:22.041972+00,203.48,30.59
2025-02-02 13:43:22.042822+00,204.53,30.28
2025-02-02 13:47:22.044346+00,205.57,29.95
2025-02-02 13:51:22.045901+00,206.6,29.61
2025-02-02 13:55:22.047539+00,207.63,29.26
2025-02-02 13:59:22.048872+00,208.64,28.9
2025-02-02 14:03:22.050754+00,209.65,28.52
2025-02-02 14:07:22.052636+00,210.64,28.14
2025-02-02 14:11:22.053781+00,211.63,27.74
2025-02-02 14:15:22.05495+00,212.61,27.33
2025-02-02 14:19:22.056396+00,213.57,26.91
2025-02-02 14:23:22.056751+00,214.53,26.48
2025-02-02 14:27:22.059473+00,215.48,26.04
2025-02-02 14:31:22.060623+00,216.41,25.59
2025-02-02 14:35:22.061284+00,217.34,25.12
2025-02-02 14:39:22.063513+00,218.26,24.65
2025-02-02 14:43:22.065204+00,219.17,24.17
2025-02-02 14:47:22.067164+00,220.07,23.68
2025-02-02 14:51:22.068443+00,220.96,23.18
2025-02-02 14:55:22.069551+00,221.84,22.67
2025-02-02 14:59:22.070385+00,222.71,22.15
2025-02-02 15:03:22.071589+00,223.57,21.63
2025-02-02 15:07:22.073003+00,224.43,21.09
2025-02-02 15:11:22.074451+00,225.27,20.55
2025-02-02 15:15:22.075621+00,226.11,20.0
2025-02-02 15:19:22.076562+00,226.93,19.44
2025-02-02 15:23:22.077762+00,227.75,18.88
2025-02-02 15:27:22.078816+00,228.56,18.31
2025-02-02 15:31:22.080003+00,229.36,17.73
2025-02-02 15:35:22.081397+00,230.15,17.14
2025-02-02 15:39:22.082553+00,230.94,16.55
2025-02-02 15:43:22.08428+00,231.71,15.95
2025-02-02 15:47:22.085936+00,232.48,15.34
2025-02-02 15:51:22.08692+00,233.24,14.73
2025-02-02 15:55:22.089491+00,234.0,14.11
2025-02-02 15:59:22.090942+00,234.74,13.49
2025-02-02 16:03:22.091783+00,235.48,12.86
2025-02-02 16:07:22.094772+00,236.21,12.22
2025-02-02 16:11:22.095899+00,236.94,11.58
2025-02-02 16:15:22.098482+00,237.66,10.94
2025-02-02 16:19:22.10138+00,238.37,10.29
2025-02-02 16:21:08.007715+00,238.68,10.0
2025-02-02 16:23:08.009435+00,239.03,9.67
2025-02-02 16:25:08.011063+00,239.39,9.35
2025-02-02 16:27:08.012119+00,239.74,9.02
2025-02-02 16:29:08.0134+00,240.08,8.69
2025-02-02 16:31:08.01537+00,240.43,8.36
2025-02-02 16:33:08.016732+00,240.77,8.02
2025-02-02 16:35:08.018779+00,241.12,7.69
2025-02-02 16:37:08.020985+00,241.46,7.36
2025-02-02 16:39:08.02221+00,241.8,7.02
2025-02-02 16:41:08.023891+00,242.14,6.69
2025-02-02 16:43:08.02632+00,242.48,6.35
2025-02-02 16:45:08.02843+00,242.82,6.02
2025-02-02 16:47:08.030242+00,243.15,5.68
2025-02-02 16:49:08.031065+00,243.49,5.34
2025-02-02 16:51:08.03269+00,243.82,5.01
2025-02-02 16:53:08.03323+00,244.15,4.67
2025-02-02 16:55:08.03433+00,244.48,4.33
2025-02-02 16:57:08.037856+00,244.81,4.0
2025-02-02 16:59:08.038459+00,245.14,3.66
2025-02-02 17:01:08.040242+00,245.47,3.32
2025-02-02 17:03:08.041525+00,245.79,2.99
2025-02-02 17:05:08.042487+00,246.12,2.66
2025-02-02 17:07:08.044843+00,246.44,2.32
2025-02-02 17:09:08.046735+00,246.77,1.99
2025-02-02 17:11:08.047711+00,247.09,1.67
2025-02-02 17:13:08.049779+00,247.41,1.34
2025-02-02 17:15:08.050222+00,247.73,1.03
2025-02-02 17:17:08.052406+00,248.05,0.71
2025-02-02 17:19:08.054375+00,248.37,0.4
2025-02-02 17:21:08.056365+00,248.69,0.1
2025-02-02 17:23:00.44776+00,248.98,-0.37
2025-02-02 17:27:00.450487+00,249.61,-1.29
2025-02-02 17:31:00.45127+00,250.24,-2.08
2025-02-02 17:35:00.452972+00,250.87,-2.85
2025-02-02 17:39:00.45444+00,251.49,-3.6
2025-02-02 17:43:00.455589+00,252.11,-4.35
2025-02-02 17:47:00.456299+00,252.72,-5.09
2025-02-02 17:51:51.799301+00,253.47,-6.0
2025-02-02 17:59:51.801148+00,254.69,-7.49
2025-02-02 18:07:51.803246+00,255.91,-8.99
2025-02-02 18:15:51.804284+00,257.12,-10.5
2025-02-02 18:23:48.562519+00,258.32,-12.0
2025-02-02 18:31:48.566291+00,259.52,-13.52
2025-02-02 18:39:48.566771+00,260.73,-15.04
2025-02-02 18:47:48.56816+00,261.94,-16.56
2025-02-02 18:55:18.091281+00,263.07,-18.0
2025-02-02 19:15:18.092941+00,266.12,-21.84
2025-02-02 19:35:18.094654+00,269.24,-25.7
2025-02-02 19:55:18.095611+00,272.45,-29.55
2025-02-02 20:15:18.097282+00,275.8,-33.4
2025-02-02 20:35:18.098284+00,279.35,-37.23
2025-02-02 20:55:18.099002+00,283.15,-41.01
2025-02-02 21:15:18.101742+00,287.27,-44.73
2025-02-02 21:35:18.103921+00,291.82,-48.36
2025-02-02 21:55:18.105642+00,296.91,-51.88
2025-02-02 22:15:18.107098+00,302.69,-55.22
2025-02-02 22:35:18.108187+00,309.34,-58.34
2025-02-02 22:55:18.109476+00,317.06,-61.16
2025-02-02 23:15:18.11176+00,326.02,-63.56
2025-02-02 23:35:18.113537+00,336.29,-65.42
2025-02-02 23:55:18.114673+00,347.74,-66.61
2025-02-03 00:15:32.004218+00,0.03,-67.02
2025-02-03 00:35:32.00676+00,12.18,-66.61
2025-02-03 00:55:32.007592+00,23.62,-65.41
2025-02-03 01:15:32.009791+00,33.89,-63.55
2025-02-03 01:35:32.010859+00,42.85,-61.15
2025-02-03 01:55:32.013139+00,50.56,-58.33
2025-02-03 02:15:32.01484+00,57.21,-55.21
2025-02-03 02:35:32.015889+00,62.99,-51.86
2025-02-03 02:55:32.017909+00,68.08,-48.34
2025-02-03 03:15:32.019097+00,72.62,-44.71
2025-02-03 03:35:32.020854+00,76.74,-40.98
2025-02-03 03:55:32.022811+00,80.54,-37.2
2025-02-03 04:15:32.023729+00,84.08,-33.37
2025-02-03 04:35:32.024714+00,87.43,-29.52
2025-02-03 04:55:32.026189+00,90.64,-25.65
2025-02-03 05:15:32.027699+00,93.75,-21.79
2025-02-03 05:35:15.231935+00,96.76,-18.0
2025-02-03 05:43:15.23509+00,97.97,-16.47
2025-02-03 05:51:15.235724+00,99.17,-14.94
2025-02-03 05:59:15.237177+00,100.38,-13.41
2025-02-03 06:06:41.317594+00,101.49,-12.0
2025-02-03 06:14:41.319978+00,102.7,-10.49
2025-02-03 06:22:41.321484+00,103.91,-8.98
2025-02-03 06:30:41.324058+00,105.12,-7.48
2025-02-03 06:38:33.797248+00,106.32,-6.0
2025-02-03 06:42:33.799449+00,106.94,-5.26
2025-02-03 06:46:33.800282+00,107.55,-4.51
2025-02-03 06:50:33.80145+00,108.17,-3.76
2025-02-03 06:54:33.802678+00,108.79,-3.01
2025-02-03 06:58:33.803386+00,109.41,-2.24
2025-02-03 07:02:33.804495+00,110.04,-1.46
2025-02-03 07:07:19.969952+00,110.79,-0.38
2025-02-03 07:09:19.971883+00,111.11,0.12
2025-02-03 07:11:19.97261+00,111.42,0.42
2025-02-03 07:13:19.973958+00,111.74,0.73
2025-02-03 07:15:19.975712+00,112.06,1.05
2025-02-03 07:17:19.978214+00,112.38,1.37
2025-02-03 07:19:19.98043+00,112.7,1.69
2025-02-03 07:21:19.982421+00,113.02,2.02
2025-02-03 07:23:19.984791+00,113.34,2.35
2025-02-03 07:25:19.985791+00,113.67,2.68
2025-02-03 07:27:19.987418+00,113.99,3.02
2025-02-03 07:29:19.98928+00,114.32,3.35
2025-02-03 07:31:19.991576+00,114.64,3.69
2025-02-03 07:33:19.993189+00,114.97,4.03
2025-02-03 07:35:19.994589+00,115.3,4.36
2025-02-03 07:37:19.997108+00,115.63,4.7
2025-02-03 07:39:19.998543+00,115.96,5.04
2025-02-03 07:41:20.000493+00,116.3,5.38
2025-02-03 07:43:20.00215+00,116.63,5.72
2025-02-03 07:45:20.00341+00,116.97,6.06
2025-02-03 07:47:20.005477+00,117.3,6.4
2025-02-03 07:49:20.006173+00,117.64,6.73
2025-02-03 07:51:20.007227+00,117.98,7.07
2025-02-03 07:53:20.008544+00,118.32,7.4
2025-02-03 07:55:20.009596+00,118.66,7.74
2025-02-03 07:57:20.010946+00,119.01,8.07
2025-02-03 07:59:20.012284+00,119.35,8.41
2025-02-03 08:01:20.014983+00,119.7,8.74
2025-02-03 08:03:20.016859+00,120.04,9.07
2025-02-03 08:05:20.017866+00,120.39,9.4
2025-02-03 08:07:20.020222+00,120.74,9.73
2025-02-03 08:08:58.684451+00,121.03,10.0
2025-02-03 08:12:58.686836+00,121.74,10.65
2025-02-03 08:16:58.68895+00,122.45,11.3
2025-02-03 08:20:58.690704+00,123.17,11.95
2025-02-03 08:24:58.692178+00,123.9,12.59
2025-02-03 08:28:58.693842+00,124.63,13.22
2025-02-03 08:32:58.695355+00,125.37,13.85
2025-02-03 08:36:58.696373+00,126.12,14.48
2025-02-03 08:40:58.698337+00,126.88,15.1
2025-02-03 08:44:58.69997+00,127.64,15.71
2025-02-03 08:48:58.700691+00,128.41,16.31
2025-02-03 08:52:58.702825+00,129.19,16.91
2025-02-03 08:56:58.704533+00,129.98,17.51
2025-02-03 09:00:58.706318+00,130.78,18.09
2025-02-03 09:04:58.708325+00,131.58,18.67
2025-02-03 09:08:58.710809+00,132.39,19.25
2025-02-03 09:12:58.712229+00,133.21,19.81
2025-02-03 09:16:58.712953+00,134.04,20.37
2025-02-03 09:20:58.713865+00,134.88,20.92
2025-02-03 09:24:58.715296+00,135.73,21.46
2025-02-03 09:28:58.717553+00,136.58,22.0
2025-02-03 09:32:58.719445+00,137.45,22.52
2025-02-03 09:36:58.720544+00,138.33,23.04
2025-02-03 09:40:58.72169+00,139.21,23.55
2025-02-03 09:44:58.723726+00,140.1,24.05
2025-02-03 09:48:58.725177+00,141.01,24.54
2025-02-03 09:52:58.726513+00,141.92,25.02
2025-02-03 09:56:58.72759+00,142.85,25.49
2025-02-03 10:00:58.729239+00,143.78,25.95
2025-02-03 10:04:58.731214+00,144.72,26.4
2025-02-03 10:08:58.732381+00,145.67,26.84
2025-02-03 10:12:58.734382+00,146.64,27.27
2025-02-03 10:16:58.735725+00,147.61,27.69
2025-02-03 10:20:58.736918+00,148.59,28.1
2025-02-03 10:24:58.738866+00,149.58,28.5
2025-02-03 10:28:58.740458+00,150.58,28.88
2025-02-03 10:32:58.741386+00,151.59,29.26
2025-02-03 10:36:58.744655+00,152.61,29.62
2025-02-03 10:40:58.746774+00,153.64,29.97
2025-02-03 10:44:58.748419+00,154.68,30.3
2025-02-03 10:48:58.74991+00,155.73,30.63
2025-02-03 10:52:58.753128+00,156.78,30.94
2025-02-03 10:56:58.754535+00,157.85,31.24
2025-02-03 11:00:58.755269+00,158.92,31.52
2025-02-03 11:04:58.75774+00,160.0,31.79
2025-02-03 11:08:58.758713+00,161.09,32.05
2025-02-03 11:12:58.759796+00,162.19,32.29
2025-02-03 11:16:58.76175+00,163.29,32.52
2025-02-03 11:20:58.763056+00,164.4,32.74
2025-02-03 11:24:58.764273+00,165.51,32.94
2025-02-03 11:28:58.766824+00,166.64,33.13
2025-02-03 11:32:58.768902+00,167.76,33.3
2025-02-03 11:36:58.769707+00,168.9,33.46
2025-02-03 11:40:58.770797+00,170.04,33.6
2025-02-03 11:44:58.773123+00,171.18,33.72
2025-02-03 11:48:58.774526+00,172.32,33.84
2025-02-03 11:52:58.776479+00,173.47,33.93
2025-02-03 11:56:58.779063+00,174.63,34.01
2025-02-03 12:00:58.780794+00,175.78,34.08
2025-02-03 12:04:58.781927+00,176.94,34.13
2025-02-03 12:08:58.783227+00,178.1,34.16
2025-02-03 12:12:58.784218+00,179.26,34.18
2025-02-03 12:15:28.006052+00,179.98,34.18
2025-02-03 12:19:28.007509+00,181.14,34.18
2025-02-03 12:23:28.010094+00,182.3,34.15
2025-02-03 12:27:28.01118+00,183.46,34.12
2025-02-03 12:31:28.012044+00,184.61,34.06
2025-02-03 12:35:28.014355+00,185.77,33.99
2025-02-03 12:39:28.015355+00,186.92,33.91
2025-02-03 12:43:28.017249+00,188.07,33.81
2025-02-03 12:47:28.019101+00,189.21,33.7
2025-02-03 12:51:28.020553+00,190.35,33.57
2025-02-03 12:55:28.022175+00,191.49,33.42
2025-02-03 12:59:28.025045+00,192.62,33.26
2025-02-03 13:03:28.02689+00,193.75,33.08
2025-02-03 13:07:28.028723+00,194.87,32.89
2025-02-03 13:11:28.029543+00,195.99,32.69
2025-02-03 13:15:28.029949+00,197.09,32.47
