time,azimuth,elevation
2025-01-30 08:41:32.39772+00,127.85,14.39
2025-01-30 08:45:32.398657+00,128.61,14.99
2025-01-30 08:49:32.40108+00,129.37,15.59
2025-01-30 08:53:32.403368+00,130.15,16.18
2025-01-30 08:57:32.404548+00,130.93,16.77
2025-01-30 09:01:32.405463+00,131.72,17.34
2025-01-30 09:05:32.406584+00,132.52,17.92
2025-01-30 09:09:32.408139+00,133.33,18.48
2025-01-30 09:13:32.4096+00,134.15,19.04
2025-01-30 09:17:32.411926+00,134.97,19.59
2025-01-30 09:21:32.413635+00,135.8,20.13
2025-01-30 09:25:32.415501+00,136.64,20.66
2025-01-30 09:29:32.415995+00,137.5,21.19
2025-01-30 09:33:32.417153+00,138.36,21.7
2025-01-30 09:37:32.418437+00,139.22,22.21
2025-01-30 09:41:32.420355+00,140.1,22.71
2025-01-30 09:45:32.420392+00,140.99,23.2
2025-01-30 09:49:32.421622+00,141.89,23.68
2025-01-30 09:53:32.423612+00,142.79,24.15
2025-01-30 09:57:32.425297+00,143.71,24.61
2025-01-30 10:01:32.42647+00,144.63,25.07
2025-01-30 10:05:32.429876+00,145.57,25.51
2025-01-30 10:09:32.43129+00,146.51,25.94
2025-01-30 10:13:32.433649+00,147.46,26.36
2025-01-30 10:17:32.436246+00,148.42,26.77
2025-01-30 10:21:32.43773+00,149.39,27.17
2025-01-30 10:25:32.438828+00,150.38,27.55
2025-01-30 10:29:32.440489+00,151.36,27.93
2025-01-30 10:33:32.441278+00,152.36,28.29
2025-01-30 10:37:32.442257+00,153.37,28.65
2025-01-30 10:41:32.444343+00,154.39,28.99
2025-01-30 10:45:32.445857+00,155.41,29.31
2025-01-30 10:49:32.44688+00,156.45,29.63
2025-01-30 10:53:32.448617+00,157.49,29.93
2025-01-30 10:57:32.449965+00,158.54,30.22
2025-01-30 11:01:32.451352+00,159.59,30.5
2025-01-30 11:05:32.452359+00,160.66,30.76
2025-01-30 11:09:32.453446+00,161.73,31.01
2025-01-30 11:13:32.455436+00,162.81,31.25
2025-01-30 11:17:32.456607+00,163.89,31.47
2025-01-30 11:21:32.458055+00,164.99,31.67
2025-01-30 11:25:32.459036+00,166.08,31.87
2025-01-30 11:29:32.460726+00,167.19,32.05
2025-01-30 11:33:32.461452+00,168.3,32.21
2025-01-30 11:37:32.463389+00,169.41,32.36
2025-01-30 11:41:32.464532+00,170.53,32.5
2025-01-30 11:45:32.465883+00,171.65,32.62
2025-01-30 11:49:32.466874+00,172.78,32.72
2025-01-30 11:53:32.468582+00,173.9,32.81
2025-01-30 11:57:32.469552+00,175.04,32.89
2025-01-30 12:01:32.470623+00,176.17,32.95
2025-01-30 12:05:32.472643+00,177.3,32.99
2025-01-30 12:09:32.474191+00,178.44,33.02
2025-01-30 12:13:32.475149+00,179.58,33.03
2025-01-30 12:14:56.005915+00,179.98,33.04
2025-01-30 12:18:56.008432+00,181.11,33.03
2025-01-30 12:22:56.00969+00,182.25,33.01
2025-01-30 12:26:56.012406+00,183.38,32.97
2025-01-30 12:30:56.013602+00,184.52,32.92
2025-01-30 12:34:56.015194+00,185.65,32.85
2025-01-30 12:38:56.018538+00,186.78,32.77
2025-01-30 12:42:56.020175+00,187.91,32.67
2025-01-30 12:46:56.021919+00,189.03,32.56
2025-01-30 12:50:56.023447+00,190.15,32.43
2025-01-30 12:54:56.024532+00,191.27,32.29
2025-01-30 12:58:56.028655+00,192.38,32.13
2025-01-30 13:02:56.030987+00,193.49,31.96
2025-01-30 13:06:56.032585+00,194.59,31.77
2025-01-30 13:10:56.034376+00,195.68,31.57
2025-01-30 13:14:56.035606+00,196.77,31.36
2025-01-30 13:18:56.03729+00,197.85,31.13
2025-01-30 13:22:56.039137+00,198.93,30.89
2025-01-30 13:26:56.041439+00,200.0,30.63
2025-01-30 13:30:56.042271+00,201.06,30.36
2025-01-30 13:34:56.043675+00,202.11,30.08
2025-01-30 13:38:56.045596+00,203.16,29.78
2025-01-30 13:42:56.047637+00,204.2,29.47
2025-01-30 13:46:56.047786+00,205.22,29.15
2025-01-30 13:50:56.049238+00,206.25,28.82
2025-01-30 13:54:56.049775+00,207.26,28.47
2025-01-30 13:58:56.052334+00,208.26,28.11
2025-01-30 14:02:56.053849+00,209.25,27.74
2025-01-30 14:06:56.054845+00,210.24,27.36
2025-01-30 14:10:56.055966+00,211.22,26.97
2025-01-30 14:14:56.057776+00,212.18,26.56
2025-01-30 14:18:56.059232+00,213.14,26.15
2025-01-30 14:22:56.061151+00,214.09,25.72
2025-01-30 14:26:56.063449+00,215.03,25.29
2025-01-30 14:30:56.064679+00,215.96,24.84
2025-01-30 14:34:56.065935+00,216.88,24.38
2025-01-30 14:38:56.06843+00,217.79,23.92
2025-01-30 14:42:56.069464+00,218.69,23.44
2025-01-30 14:46:56.07112+00,219.58,22.95
2025-01-30 14:50:56.07269+00,220.47,22.46
2025-01-30 14:54:56.073763+00,221.34,21.96
2025-01-30 14:58:56.075794+00,222.2,21.44
2025-01-30 15:02:56.078715+00,223.06,20.92
2025-01-30 15:06:56.079793+00,223.91,20.39
2025-01-30 15:10:56.080932+00,224.74,19.86
2025-01-30 15:14:56.082967+00,225.57,19.31
2025-01-30 15:18:56.084831+00,226.39,18.76
2025-01-30 15:22:56.086373+00,227.21,18.2
2025-01-30 15:26:56.088129+00,228.01,17.63
2025-01-30 15:30:56.089115+00,228.81,17.05
2025-01-30 15:34:56.091119+00,229.59,16.47
2025-01-30 15:38:56.092903+00,230.37,15.88
2025-01-30 15:42:56.094467+00,231.15,15.29
2025-01-30 15:46:56.095375+00,231.91,14.69
2025-01-30 15:50:56.096763+00,232.67,14.08
2025-01-30 15:54:56.09935+00,233.42,13.47
2025-01-30 15:58:56.100863+00,234.16,12.85
2025-01-30 16:02:56.102167+00,234.89,12.22
2025-01-30 16:06:56.103314+00,235.62,11.59
2025-01-30 16:10:56.105036+00,236.34,10.96
2025-01-30 16:14:56.10781+00,237.06,10.32
2025-01-30 16:16:54.990154+00,237.41,10.0
2025-01-30 16:18:54.991948+00,237.76,9.68
2025-01-30 16:20:54.994032+00,238.11,9.36
2025-01-30 16:22:54.994781+00,238.47,9.03
2025-01-30 16:24:54.995688+00,238.81,8.71
2025-01-30 16:26:54.996387+00,239.16,8.38
2025-01-30 16:28:54.997709+00,239.51,8.05
2025-01-30 16:30:54.998926+00,239.85,7.72
2025-01-30 16:32:54.999759+00,240.2,7.39
2025-01-30 16:34:55.000056+00,240.54,7.06
2025-01-30 16:36:55.001135+00,240.88,6.73
2025-01-30 16:38:55.00226+00,241.22,6.4
2025-01-30 16:40:55.00406+00,241.56,6.07
2025-01-30 16:42:55.005059+00,241.9,5.73
2025-01-30 16:44:55.00566+00,242.23,5.4
2025-01-30 16:46:55.007473+00,242.56,5.07
2025-01-30 16:48:55.008949+00,242.9,4.73
2025-01-30 16:50:55.010284+00,243.23,4.4
2025-01-30 16:52:55.012579+00,243.56,4.07
2025-01-30 16:54:55.014144+00,243.89,3.73
2025-01-30 16:56:55.014938+00,244.22,3.4
2025-01-30 16:58:55.016826+00,244.54,3.07
2025-01-30 17:00:55.018313+00,244.87,2.74
2025-01-30 17:02:55.020087+00,245.19,2.41
2025-01-30 17:04:55.021553+00,245.52,2.08
2025-01-30 17:06:55.023519+00,245.84,1.76
2025-01-30 17:08:55.025392+00,246.16,1.44
2025-01-30 17:10:55.027269+00,246.48,1.12
2025-01-30 17:12:55.029415+00,246.8,0.81
2025-01-30 17:14:55.030749+00,247.12,0.5
2025-01-30 17:16:55.032108+00,247.44,0.2
2025-01-30 17:18:55.033569+00,247.76,-0.22
2025-01-30 17:19:26.906356+00,247.84,-0.36
2025-01-30 17:23:26.908253+00,248.47,-1.28
2025-01-30 17:27:26.909279+00,249.1,-2.07
2025-01-30 17:31:26.911529+00,249.72,-2.83
2025-01-30 17:35:26.913001+00,250.34,-3.58
2025-01-30 17:39:26.914201+00,250.96,-4.32
2025-01-30 17:43:26.916901+00,251.57,-5.06
2025-01-30 17:47:26.918325+00,252.19,-5.8
2025-01-30 17:48:30.276427+00,252.35,-6.0
2025-01-30 17:56:30.278662+00,253.57,-7.48
2025-01-30 18:04:30.279987+00,254.78,-8.98
2025-01-30 18:12:30.282139+00,255.99,-10.47
2025-01-30 18:20:36.815233+00,257.2,-12.0
2025-01-30 18:28:36.818527+00,258.4,-13.51
2025-01-30 18:36:36.820292+00,259.6,-15.02
2025-01-30 18:44:36.821491+00,260.8,-16.55
2025-01-30 18:52:12.768667+00,261.94,-18.0
2025-01-30 19:12:12.770365+00,264.96,-21.83
2025-01-30 19:32:12.771401+00,268.04,-25.68
2025-01-30 19:52:12.774345+00,271.21,-29.54
2025-01-30 20:12:12.775246+00,274.52,-33.39
2025-01-30 20:32:12.776307+00,278.0,-37.23
2025-01-30 20:52:12.778266+00,281.72,-41.03
2025-01-30 21:12:12.780164+00,285.75,-44.77
2025-01-30 21:32:12.782003+00,290.2,-48.44
2025-01-30 21:52:12.782608+00,295.17,-52.0
2025-01-30 22:12:12.783684+00,300.82,-55.41
2025-01-30 22:32:12.785821+00,307.34,-58.6
2025-01-30 22:52:12.788483+00,314.94,-61.51
2025-01-30 23:12:12.791345+00,323.81,-64.02
2025-01-30 23:32:12.794059+00,334.1,-66.01
2025-01-30 23:52:12.795847+00,345.7,-67.34
2025-01-31 00:15:10.00521+00,0.04,-67.89
2025-01-31 00:35:10.007815+00,12.58,-67.46
2025-01-31 00:55:10.008291+00,24.32,-66.23
2025-01-31 01:15:10.010042+00,34.79,-64.32
2025-01-31 01:35:10.010712+00,43.85,-61.86
2025-01-31 01:55:10.012786+00,51.61,-59.0
2025-01-31 02:15:10.014475+00,58.25,-55.84
2025-01-31 02:35:10.015643+00,64.01,-52.46
2025-01-31 02:55:10.01766+00,69.06,-48.91
2025-01-31 03:15:10.018953+00,73.57,-45.25
2025-01-31 03:35:10.020101+00,77.65,-41.51
2025-01-31 03:55:10.023291+00,81.41,-37.72
2025-01-31 04:15:10.024981+00,84.91,-33.88
2025-01-31 04:35:10.027432+00,88.23,-30.03
2025-01-31 04:55:10.029127+00,91.42,-26.16
2025-01-31 05:15:10.031184+00,94.5,-22.31
2025-01-31 05:37:35.188335+00,97.89,-18.0
2025-01-31 05:45:35.190171+00,99.09,-16.47
2025-01-31 05:53:35.191752+00,100.29,-14.95
2025-01-31 06:01:35.19299+00,101.49,-13.43
2025-01-31 06:09:07.735728+00,102.61,-12.0
2025-01-31 06:17:07.737801+00,103.81,-10.49
2025-01-31 06:25:07.740256+00,105.02,-8.99
2025-01-31 06:33:07.742565+00,106.23,-7.5
2025-01-31 06:41:10.024074+00,107.45,-6.0
2025-01-31 06:45:10.027198+00,108.06,-5.26
2025-01-31 06:49:10.029406+00,108.68,-4.51
2025-01-31 06:53:10.031302+00,109.29,-3.77
2025-01-31 06:57:10.032279+00,109.91,-3.02
2025-01-31 07:01:10.033526+00,110.54,-2.27
2025-01-31 07:05:10.035326+00,111.16,-1.49
2025-01-31 07:10:08.253355+00,111.94,-0.37
2025-01-31 07:12:08.255206+00,112.26,0.12
2025-01-31 07:14:08.256434+00,112.58,0.42
2025-01-31 07:16:08.257345+00,112.89,0.72
2025-01-31 07:18:08.259284+00,113.21,1.04
2025-01-31 07:20:08.260687+00,113.53,1.35
2025-01-31 07:22:08.262733+00,113.85,1.68
2025-01-31 07:24:08.263457+00,114.17,2.0
2025-01-31 07:26:08.265701+00,114.5,2.33
2025-01-31 07:28:08.266929+00,114.82,2.66
2025-01-31 07:30:08.268713+00,115.15,2.99
2025-01-31 07:32:08.270706+00,115.47,3.32
2025-01-31 07:34:08.271931+00,115.8,3.66
2025-01-31 07:36:08.272694+00,116.13,3.99
2025-01-31 07:38:08.273942+00,116.46,4.32
2025-01-31 07:40:08.27583+00,116.79,4.66
2025-01-31 07:42:08.277883+00,117.12,4.99
2025-01-31 07:44:08.279863+00,117.45,5.33
2025-01-31 07:46:08.281006+00,117.79,5.66
2025-01-31 07:48:08.283795+00,118.12,6.0
2025-01-31 07:50:08.284639+00,118.46,6.33
2025-01-31 07:52:08.2851+00,118.8,6.66
2025-01-31 07:54:08.285987+00,119.14,7.0
2025-01-31 07:56:08.287276+00,119.48,7.33
2025-01-31 07:58:08.287977+00,119.82,7.66
2025-01-31 08:00:08.289389+00,120.16,7.99
2025-01-31 08:02:08.290374+00,120.51,8.32
2025-01-31 08:04:08.293848+00,120.86,8.65
2025-01-31 08:06:08.29575+00,121.2,8.97
2025-01-31 08:08:08.297541+00,121.55,9.3
2025-01-31 08:10:08.299122+00,121.91,9.63
2025-01-31 08:12:26.364459+00,122.31,10.0
2025-01-31 08:16:26.366043+00,123.02,10.64
2025-01-31 08:20:26.367751+00,123.74,11.29
2025-01-31 08:24:26.369636+00,124.46,11.92
2025-01-31 08:28:26.371642+00,125.19,12.55
2025-01-31 08:32:26.373867+00,125.93,13.18
2025-01-31 08:36:26.375065+00,126.67,13.8
2025-01-31 08:40:26.376521+00,127.42,14.41
2025-01-31 08:44:26.377755+00,128.18,15.02
2025-01-31 08:48:26.379237+00,128.95,15.62
2025-01-31 08:52:26.379863+00,129.72,16.21
2025-01-31 08:56:26.381465+00,130.51,16.8
2025-01-31 09:00:26.3837+00,131.3,17.39
2025-01-31 09:04:26.385109+00,132.1,17.96
2025-01-31 09:08:26.38846+00,132.9,18.53
2025-01-31 09:12:26.389995+00,133.72,19.09
2025-01-31 09:16:26.391137+00,134.54,19.64
2025-01-31 09:20:26.393808+00,135.37,20.19
2025-01-31 09:24:26.395395+00,136.21,20.73
2025-01-31 09:28:26.397902+00,137.06,21.25
2025-01-31 09:32:26.400157+00,137.92,21.78
2025-01-31 09:36:26.401704+00,138.79,22.29
2025-01-31 09:40:26.402458+00,139.67,22.79
2025-01-31 09:44:26.404597+00,140.56,23.29
2025-01-31 09:48:26.406263+00,141.45,23.77
2025-01-31 09:52:26.408169+00,142.36,24.25
2025-01-31 09:56:26.409321+00,143.27,24.71
2025-01-31 10:00:26.410571+00,144.2,25.17
2025-01-31 10:04:26.41182+00,145.13,25.62
2025-01-31 10:08:26.414404+00,146.07,26.05
2025-01-31 10:12:26.415536+00,147.03,26.48
2025-01-31 10:16:26.416969+00,147.99,26.89
2025-01-31 10:20:26.419061+00,148.96,27.3
2025-01-31 10:24:26.420782+00,149.94,27.69
2025-01-31 10:28:26.422256+00,150.93,28.07
2025-01-31 10:32:26.424896+00,151.93,28.44
2025-01-31 10:36:26.426475+00,152.94,28.8
2025-01-31 10:40:26.426665+00,153.96,29.14
2025-01-31 10:44:26.427809+00,154.98,29.48
2025-01-31 10:48:26.42977+00,156.02,29.8
2025-01-31 10:52:26.431352+00,157.06,30.1
2025-01-31 10:56:26.432341+00,158.11,30.4
2025-01-31 11:00:26.433348+00,159.17,30.68
2025-01-31 11:04:26.434406+00,160.24,30.95
2025-01-31 11:08:26.435174+00,161.31,31.2
2025-01-31 11:12:26.436055+00,162.39,31.44
2025-01-31 11:16:26.437207+00,163.48,31.67
2025-01-31 11:20:26.438457+00,164.57,31.88
2025-01-31 11:24:26.440686+00,165.68,32.08
2025-01-31 11:28:26.441554+00,166.78,32.27
2025-01-31 11:32:26.442655+00,167.89,32.44
2025-01-31 11:36:26.445451+00,169.01,32.59
2025-01-31 11:40:26.446208+00,170.13,32.73
2025-01-31 11:44:26.448644+00,171.26,32.86
2025-01-31 11:48:26.450334+00,172.39,32.97
2025-01-31 11:52:26.452694+00,173.52,33.06
2025-01-31 11:56:26.455091+00,174.66,33.14
2025-01-31 12:00:26.456386+00,175.8,33.21
2025-01-31 12:04:26.457933+00,176.93,33.26
2025-01-31 12:08:26.45888+00,178.08,33.29
2025-01-31 12:12:26.461328+00,179.22,33.31
2025-01-31 12:15:05.004265+00,179.98,33.32
2025-01-31 12:19:05.006866+00,181.12,33.31
2025-01-31 12:23:05.00875+00,182.26,33.29
2025-01-31 12:27:05.009902+00,183.4,33.25
2025-01-31 12:31:05.011815+00,184.54,33.2
2025-01-31 12:35:05.013365+00,185.68,33.13
2025-01-31 12:39:05.013834+00,186.81,33.05
2025-01-31 12:43:05.016195+00,187.95,32.95
2025-01-31 12:47:05.017313+00,189.07,32.83
2025-01-31 12:51:05.018458+00,190.2,32.71
2025-01-31 12:55:05.019978+00,191.32,32.56
2025-01-31 12:59:05.021508+00,192.44,32.41
2025-01-31 13:03:05.022877+00,193.55,32.23
2025-01-31 13:07:05.02561+00,194.65,32.05
2025-01-31 13:11:05.027869+00,195.75,31.84
2025-01-31 13:15:05.029532+00,196.85,31.63
2025-01-31 13:19:05.031194+00,197.93,31.4
2025-01-31 13:23:05.032157+00,199.02,31.16
2025-01-31 13:27:05.03322+00,200.09,30.9
2025-01-31 13:31:05.034711+00,201.15,30.63
2025-01-31 13:35:05.035337+00,202.21,30.34
2025-01-31 13:39:05.03693+00,203.26,30.05
2025-01-31 13:43:05.039148+00,204.3,29.74
2025-01-31 13:47:05.040263+00,205.34,29.41
2025-01-31 13:51:05.041263+00,206.36,29.08
2025-01-31 13:55:05.042746+00,207.38,28.73
2025-01-31 13:59:05.044939+00,208.38,28.37
2025-01-31 14:03:05.046921+00,209.38,28.0
2025-01-31 14:07:05.047658+00,210.37,27.62
2025-01-31 14:11:05.049286+00,211.35,27.22
2025-01-31 14:15:05.050856+00,212.32,26.82
2025-01-31 14:19:05.052577+00,213.28,26.4
2025-01-31 14:23:05.053975+00,214.23,25.97
2025-01-31 14:27:05.055355+00,215.17,25.53
2025-01-31 14:31:05.056938+00,216.1,25.08
2025-01-31 14:35:05.058721+00,217.03,24.63
2025-01-31 14:39:05.060049+00,217.94,24.16
2025-01-31 14:43:05.060801+00,218.85,23.68
2025-01-31 14:47:05.062494+00,219.74,23.19
2025-01-31 14:51:05.06429+00,220.63,22.7
2025-01-31 14:55:05.066143+00,221.5,22.19
2025-01-31 14:59:05.067579+00,222.37,21.68
2025-01-31 15:03:05.069358+00,223.23,21.15
2025-01-31 15:07:05.071915+00,224.07,20.62
2025-01-31 15:11:05.073704+00,224.91,20.08
2025-01-31 15:15:05.075556+00,225.75,19.54
2025-01-31 15:19:05.077636+00,226.57,18.98
2025-01-31 15:23:05.079449+00,227.38,18.42
2025-01-31 15:27:05.081192+00,228.19,17.85
2025-01-31 15:31:05.082999+00,228.99,17.28
2025-01-31 15:35:05.085503+00,229.77,16.69
2025-01-31 15:39:05.087756+00,230.56,16.1
2025-01-31 15:43:05.089616+00,231.33,15.51
2025-01-31 15:47:05.091503+00,232.1,14.9
2025-01-31 15:51:05.092336+00,232.85,14.29
2025-01-31 15:55:05.0939+00,233.6,13.68
2025-01-31 15:59:05.095415+00,234.35,13.06
2025-01-31 16:03:05.097864+00,235.08,12.43
2025-01-31 16:07:05.098448+00,235.81,11.8
2025-01-31 16:11:05.100746+00,236.54,11.16
2025-01-31 16:15:05.10378+00,237.25,10.52
2025-01-31 16:18:19.370733+00,237.83,10.0
2025-01-31 16:20:19.37317+00,238.18,9.68
2025-01-31 16:22:19.37458+00,238.53,9.35
2025-01-31 16:24:19.375633+00,238.88,9.03
2025-01-31 16:26:19.376619+00,239.23,8.7
2025-01-31 16:28:19.378464+00,239.58,8.37
2025-01-31 16:30:19.379565+00,239.93,8.04
2025-01-31 16:32:19.382219+00,240.27,7.71
2025-01-31 16:34:19.383456+00,240.61,7.38
2025-01-31 16:36:19.384715+00,240.95,7.05
2025-01-31 16:38:19.385415+00,241.29,6.72
2025-01-31 16:40:19.388288+00,241.63,6.38
2025-01-31 16:42:19.390088+00,241.97,6.05
2025-01-31 16:44:19.392069+00,242.31,5.72
2025-01-31 16:46:19.393529+00,242.64,5.38
2025-01-31 16:48:19.394217+00,242.98,5.05
2025-01-31 16:50:19.394742+00,243.31,4.71
2025-01-31 16:52:19.396719+00,243.64,4.38
2025-01-31 16:54:19.398798+00,243.97,4.04
2025-01-31 16:56:19.401503+00,244.3,3.71
2025-01-31 16:58:19.403358+00,244.63,3.38
2025-01-31 17:00:19.403882+00,244.95,3.04
2025-01-31 17:02:19.405385+00,245.28,2.71
2025-01-31 17:04:19.405731+00,245.6,2.38
2025-01-31 17:06:19.406672+00,245.93,2.05
2025-01-31 17:08:19.408367+00,246.25,1.73
2025-01-31 17:10:19.409284+00,246.57,1.41
2025-01-31 17:12:19.411299+00,246.89,1.09
2025-01-31 17:14:19.412915+00,247.21,0.78
2025-01-31 17:16:19.414473+00,247.53,0.47
2025-01-31 17:18:19.415955+00,247.85,0.17
2025-01-31 17:20:38.056491+00,248.21,-0.37
2025-01-31 17:24:38.058733+00,248.84,-1.29
2025-01-31 17:28:38.059623+00,249.47,-2.08
2025-01-31 17:32:38.060682+00,250.1,-2.84
2025-01-31 17:36:38.061873+00,250.72,-3.59
2025-01-31 17:40:38.062431+00,251.34,-4.33
2025-01-31 17:44:38.064831+00,251.95,-5.07
2025-01-31 17:49:37.39471+00,252.72,-6.0
2025-01-31 17:57:37.396981+00,253.94,-7.49
2025-01-31 18:05:37.398318+00,255.15,-8.98
2025-01-31 18:13:37.400597+00,256.36,-10.48
2025-01-31 18:21:40.642868+00,257.57,-12.0
2025-01-31 18:29:40.645308+00,258.77,-13.51
2025-01-31 18:37:40.647391+00,259.97,-15.03
2025-01-31 18:45:40.648348+00,261.17,-16.55
2025-01-31 18:53:14.410149+00,262.31,-18.0
2025-01-31 19:13:14.412136+00,265.34,-21.84
2025-01-31 19:33:14.413905+00,268.43,-25.69
2025-01-31 19:53:14.415717+00,271.62,-29.55
2025-01-31 20:13:14.417408+00,274.94,-33.4
2025-01-31 20:33:14.419295+00,278.44,-37.23
2025-01-31 20:53:14.421618+00,282.19,-41.02
2025-01-31 21:13:14.42239+00,286.25,-44.76
2025-01-31 21:33:14.424469+00,290.73,-48.42
2025-01-31 21:53:14.425393+00,295.74,-51.96
2025-01-31 22:13:14.426749+00,301.44,-55.35
2025-01-31 22:33:14.428406+00,308.0,-58.52
2025-01-31 22:53:14.429825+00,315.64,-61.4
2025-01-31 23:13:14.431426+00,324.54,-63.87
2025-01-31 23:33:14.432526+00,334.83,-65.82
2025-01-31 23:53:14.434337+00,346.38,-67.1
2025-02-01 00:15:18.004225+00,0.04,-67.6
2025-02-01 00:35:18.006467+00,12.44,-67.18
2025-02-01 00:55:18.008461+00,24.09,-65.96
2025-02-01 01:15:18.010485+00,34.49,-64.07
2025-02-01 01:35:18.013189+00,43.52,-61.63
2025-02-01 01:55:18.015529+00,51.26,-58.78
2025-02-01 02:15:18.016807+00,57.91,-55.63
2025-02-01 02:35:18.019121+00,63.67,-52.26
2025-02-01 02:55:18.020732+00,68.74,-48.73
2025-02-01 03:15:18.022359+00,73.26,-45.08
2025-02-01 03:35:18.023915+00,77.35,-41.34
2025-02-01 03:55:18.025486+00,81.12,-37.55
2025-02-01 04:15:18.02755+00,84.64,-33.71
2025-02-01 04:35:18.029126+00,87.97,-29.86
2025-02-01 04:55:18.03027+00,91.16,-26.0
2025-02-01 05:15:18.031593+00,94.26,-22.14
2025-02-01 05:36:50.304893+00,97.52,-18.0
2025-02-01 05:44:50.307705+00,98.72,-16.47
2025-02-01 05:52:50.309264+00,99.92,-14.94
2025-02-01 06:00:50.309786+00,101.12,-13.42
2025-02-01 06:08:20.649579+00,102.25,-12.0
2025-02-01 06:16:20.651387+00,103.45,-10.49
2025-02-01 06:24:20.652622+00,104.65,-8.99
2025-02-01 06:32:20.654159+00,105.87,-7.49
2025-02-01 06:40:19.630467+00,107.08,-6.0
2025-02-01 06:44:19.632251+00,107.69,-5.26
2025-02-01 06:48:19.63379+00,108.31,-4.51
2025-02-01 06:52:19.636797+00,108.93,-3.77
2025-02-01 06:56:19.637881+00,109.54,-3.02
2025-02-01 07:00:19.640175+00,110.17,-2.26
2025-02-01 07:04:19.641608+00,110.79,-1.48
2025-02-01 07:09:13.8127+00,111.56,-0.37
2025-02-01 07:11:13.814271+00,111.88,0.12
2025-02-01 07:13:13.81552+00,112.2,0.42
2025-02-01 07:15:13.816233+00,112.51,0.73
2025-02-01 07:17:13.818652+00,112.83,1.04
2025-02-01 07:19:13.820924+00,113.15,1.36
2025-02-01 07:21:13.822244+00,113.47,1.68
2025-02-01 07:23:13.823801+00,113.8,2.01
2025-02-01 07:25:13.825497+00,114.12,2.33
2025-02-01 07:27:13.828554+00,114.44,2.67
2025-02-01 07:29:13.829145+00,114.77,3.0
2025-02-01 07:31:13.831473+00,115.09,3.33
2025-02-01 07:33:13.834005+00,115.42,3.67
2025-02-01 07:35:13.834856+00,115.75,4.0
2025-02-01 07:37:13.836637+00,116.08,4.34
2025-02-01 07:39:13.837839+00,116.41,4.67
2025-02-01 07:41:13.839258+00,116.74,5.01
2025-02-01 07:43:13.842826+00,117.07,5.34
2025-02-01 07:45:13.84292+00,117.41,5.68
2025-02-01 07:47:13.84626+00,117.74,6.02
2025-02-01 07:49:13.846748+00,118.08,6.35
2025-02-01 07:51:13.848177+00,118.42,6.69
2025-02-01 07:53:13.850106+00,118.76,7.02
2025-02-01 07:55:13.852148+00,119.1,7.35
2025-02-01 07:57:13.853956+00,119.44,7.68
2025-02-01 07:59:13.856643+00,119.78,8.02
2025-02-01 08:01:13.858405+00,120.13,8.35
2025-02-01 08:03:13.859781+00,120.47,8.68
2025-02-01 08:05:13.860702+00,120.82,9.0
2025-02-01 08:07:13.862051+00,121.17,9.33
2025-02-01 08:09:13.86375+00,121.52,9.66
2025-02-01 08:11:18.708417+00,121.89,10.0
2025-02-01 08:15:18.709499+00,122.6,10.65
2025-02-01 08:19:18.71092+00,123.31,11.29
2025-02-01 08:23:18.712204+00,124.04,11.93
2025-02-01 08:27:18.713665+00,124.77,12.56
2025-02-01 08:31:18.715753+00,125.5,13.19
2025-02-01 08:35:18.717263+00,126.25,13.81
2025-02-01 08:39:18.718574+00,127.0,14.43
2025-02-01 08:43:18.71988+00,127.75,15.04
2025-02-01 08:47:18.721553+00,128.52,15.65
2025-02-01 08:51:18.724123+00,129.29,16.25
2025-02-01 08:55:18.726313+00,130.07,16.84
2025-02-01 08:59:18.727809+00,130.86,17.43
2025-02-01 09:03:18.729192+00,131.66,18.0
2025-02-01 09:07:18.7307+00,132.47,18.58
2025-02-01 09:11:18.732641+00,133.28,19.14
2025-02-01 09:15:18.734532+00,134.1,19.7
2025-02-01 09:19:18.735633+00,134.93,20.25
2025-02-01 09:23:18.737476+00,135.78,20.79
2025-02-01 09:27:18.73893+00,136.62,21.32
2025-02-01 09:31:18.739691+00,137.48,21.85
2025-02-01 09:35:18.741199+00,138.35,22.37
2025-02-01 09:39:18.74358+00,139.23,22.87
2025-02-01 09:43:18.744867+00,140.11,23.37
2025-02-01 09:47:18.746862+00,141.01,23.86
2025-02-01 09:51:18.747996+00,141.91,24.34
2025-02-01 09:55:18.7489+00,142.83,24.82
2025-02-01 09:59:18.751688+00,143.75,25.28
2025-02-01 10:03:18.753093+00,144.69,25.73
2025-02-01 10:07:18.754542+00,145.63,26.17
2025-02-01 10:11:18.756502+00,146.58,26.6
2025-02-01 10:15:18.758423+00,147.54,27.02
2025-02-01 10:19:18.760147+00,148.52,27.43
2025-02-01 10:23:18.761411+00,149.5,27.83
2025-02-01 10:27:18.763643+00,150.49,28.21
2025-02-01 10:31:18.765398+00,151.49,28.59
2025-02-01 10:35:18.767196+00,152.5,28.95
2025-02-01 10:39:18.769518+00,153.51,29.3
2025-02-01 10:43:18.770338+00,154.54,29.64
2025-02-01 10:47:18.771289+00,155.58,29.96
2025-02-01 10:51:18.773421+00,156.62,30.28
2025-02-01 10:55:18.77464+00,157.67,30.58
2025-02-01 10:59:18.776734+00,158.74,30.86
2025-02-01 11:03:18.778455+00,159.8,31.14
2025-02-01 11:07:18.780563+00,160.88,31.4
2025-02-01 11:11:18.782086+00,161.96,31.64
