time,sensor_puerta_1 Puerta,suma_ventanas_arriba,suma_ventanas_abajo,azimuth_mean,elevation_mean,temperature_mean,cloud_coverage_mean,temperature ℃,media_humedad,media_presion,media_temperatura
2025-02-05 09:00:00,213.0,7200.0,7200.0,136.61,22.6,4.9,0.0,20.5,43.11,1028.4,20.53
2025-02-05 10:00:00,553.0,7200.0,7200.0,150.75,29.46,5.5,0.0,21.1,38.49,1028.6,19.91
2025-02-05 11:00:00,619.0,7200.0,7200.0,166.95,33.64,8.3,0.0,21.5,40.85,1028.18,20.28
2025-02-05 12:00:00,321.0,7200.0,7200.0,184.27,34.53,11.8,0.0,21.2,39.17,1027.68,20.31
2025-02-05 13:00:00,519.0,7200.0,7200.0,201.6,31.91,14.6,0.0,21.6,37.18,1026.72,19.69
2025-02-05 14:00:00,1059.0,7200.0,7200.0,216.81,26.28,16.0,0.0,21.7,36.55,1026.25,19.19
2025-02-05 15:00:00,999.0,7200.0,7200.0,229.87,18.37,16.9,0.0,21.3,43.26,1026.05,19.95
2025-02-05 16:00:00,3269.0,7200.0,7200.0,241.67,8.34,16.6,0.0,21.6,43.76,1026.31,20.54
2025-02-05 17:00:00,1320.0,7200.0,7200.0,249.71,-0.03,15.9,0.0,21.8,43.11,1026.73,20.56
2025-02-05 18:00:00,11.0,7200.0,7200.0,260.1,-12.77,15.1,0.0,21.5,43.39,1026.88,20.63
2025-02-05 19:00:00,5.0,7200.0,7200.0,270.53,-25.71,13.6,0.0,21.7,44.17,1027.32,20.19
2025-02-05 20:00:00,0.0,7200.0,7200.0,280.86,-37.19,12.3,0.0,22.4,44.76,1027.62,19.49
2025-02-05 21:00:00,0.0,7200.0,7200.0,293.7,-48.22,11.5,0.0,22.2,44.81,1027.78,19.21
2025-02-06 07:00:00,2606.0,7200.0,7200.0,113.97,4.26,5.2,0.0,19.5,40.27,1026.58,18.56
2025-02-06 08:00:00,717.0,7200.0,7200.0,123.52,13.36,5.1,0.0,19.7,42.46,1026.67,19.93
2025-02-06 09:00:00,474.0,7200.0,7200.0,136.14,22.69,5.0,0.0,20.4,41.64,1026.4,20.65
2025-02-06 10:00:00,265.0,7200.0,7200.0,150.28,29.61,5.9,1.0,20.9,37.63,1026.13,19.95
2025-02-06 11:00:00,137.0,7200.0,7200.0,166.51,33.88,8.6,2.0,21.1,41.49,1025.57,20.6
2025-02-06 12:00:00,20.0,7200.0,7200.0,184.2,34.84,11.9,1.0,21.1,41.93,1024.58,21.11
2025-02-06 13:00:00,1117.0,7200.0,7200.0,201.7,32.2,13.9,1.0,21.6,41.13,1023.38,20.73
2025-02-06 14:00:00,2540.0,7200.0,7200.0,216.97,26.55,14.7,2.0,22.2,40.5,1022.6,19.99
2025-02-06 15:00:00,1924.0,7200.0,7200.0,230.07,18.61,15.6,1.0,21.4,40.4,1022.12,20.33
2025-02-06 16:00:00,42.0,7200.0,7200.0,241.88,8.56,15.4,4.0,21.3,41.77,1021.82,20.91
2025-02-06 17:00:00,448.0,7200.0,7200.0,249.96,0.14,14.9,1.0,21.4,41.86,1021.7,20.82
2025-02-06 18:00:00,1165.0,7200.0,7200.0,260.5,-12.77,14.0,0.0,22.2,42.77,1021.76,20.13
2025-02-06 19:00:00,0.0,7200.0,7200.0,270.96,-25.71,13.0,0.0,22.0,43.41,1021.77,19.74
2025-02-06 20:00:00,0.0,7200.0,7200.0,281.35,-37.19,12.1,0.0,22.4,43.61,1021.48,19.42
2025-02-06 21:00:00,0.0,7200.0,7200.0,294.28,-48.18,11.6,0.0,22.2,43.65,1021.25,19.19
2025-02-07 07:00:00,1014.0,7200.0,7200.0,113.72,4.44,4.8,0.0,20.3,48.91,1016.77,19.5
2025-02-07 08:00:00,214.0,7200.0,7200.0,123.36,13.65,4.5,0.0,20.5,54.29,1017.03,21.04
2025-02-07 09:00:00,209.0,7200.0,7200.0,135.67,22.77,4.3,13.0,21.3,52.35,1016.69,21.49
2025-02-07 10:00:00,1183.0,7200.0,7200.0,149.8,29.77,5.0,25.0,21.9,44.02,1016.18,20.91
2025-02-07 11:00:00,139.0,7200.0,7200.0,166.06,34.13,7.5,1.0,22.0,40.85,1015.22,20.71
2025-02-07 12:00:00,228.0,7200.0,7200.0,184.13,35.15,10.7,20.0,21.9,38.77,1014.0,20.38
2025-02-07 13:00:00,342.0,7200.0,7200.0,201.82,32.49,13.6,33.0,21.7,33.47,1012.86,19.51
2025-02-07 14:00:00,0.0,7200.0,7200.0,217.14,26.82,15.5,19.0,21.5,35.4,1011.98,19.0
2025-02-07 15:00:00,0.0,7200.0,7200.0,230.27,18.85,16.6,29.0,21.1,43.69,1011.4,18.8
2025-02-07 16:00:00,0.0,7200.0,7200.0,242.09,8.8,17.3,87.0,21.7,42.35,1011.55,18.54
2025-02-07 17:00:00,0.0,7200.0,7200.0,250.22,0.32,16.7,97.0,22.2,40.8,1012.01,18.54
2025-02-07 18:00:00,0.0,7200.0,7200.0,260.32,-12.04,14.7,100.0,22.6,42.23,1012.43,18.33
2025-02-07 19:00:00,91.0,7200.0,7200.0,268.21,-21.85,14.4,100.0,22.6,43.9,1012.61,18.11
2025-02-07 20:00:00,0.0,7200.0,7200.0,278.16,-33.38,14.2,100.0,23.0,43.38,1012.95,18.21
2025-02-07 21:00:00,0.0,7200.0,7200.0,290.11,-44.58,12.6,99.0,22.5,43.08,1012.92,18.1
2025-02-08 07:00:00,0.0,7200.0,7200.0,113.3,4.45,12.0,3.0,20.9,46.08,1014.06,17.84
2025-02-08 08:00:00,0.0,7200.0,7200.0,123.28,13.98,11.2,17.0,20.8,46.17,1015.2,17.69
2025-02-08 09:00:00,0.0,7200.0,7200.0,136.06,23.38,11.2,8.0,20.8,46.02,1015.6,17.74
2025-02-08 10:00:00,0.0,7200.0,7200.0,150.33,30.32,12.2,2.0,20.6,42.73,1015.98,17.53
2025-02-08 11:00:00,0.0,7200.0,7200.0,166.75,34.56,13.9,1.0,20.7,37.27,1016.18,17.42
2025-02-08 12:00:00,0.0,7200.0,7200.0,184.35,35.47,15.2,0.0,20.4,35.11,1015.81,17.47
2025-02-08 13:00:00,0.0,7200.0,7200.0,201.93,32.8,16.5,0.0,20.3,32.69,1015.35,17.56
2025-02-08 14:00:00,0.0,7200.0,7200.0,217.32,27.1,17.1,1.0,20.2,31.89,1015.37,17.64
2025-02-08 15:00:00,0.0,7200.0,7200.0,230.48,19.11,18.1,2.0,20.2,33.63,1015.89,17.79
2025-02-08 16:00:00,0.0,7200.0,7200.0,242.42,8.92,18.1,0.0,20.1,35.46,1016.5,17.88
2025-02-08 17:00:00,0.0,7200.0,7200.0,250.66,0.3,16.6,0.0,20.2,36.87,1017.54,17.89
2025-02-08 18:00:00,0.0,7200.0,7200.0,260.73,-12.04,14.9,5.0,20.2,38.36,1018.9,17.88
2025-02-08 19:00:00,0.0,7200.0,7200.0,268.64,-21.85,13.6,2.0,20.3,39.82,1019.64,17.88
2025-02-08 20:00:00,0.0,7200.0,7200.0,278.65,-33.38,13.1,11.0,20.2,40.83,1020.43,17.9
2025-02-08 21:00:00,0.0,7200.0,7200.0,290.67,-44.55,13.0,82.0,20.3,41.98,1021.5,17.86
2025-02-09 07:00:00,0.0,7200.0,7200.0,113.05,4.64,6.9,1.0,19.7,43.29,1021.58,17.28
2025-02-09 08:00:00,0.0,7200.0,7200.0,123.44,14.56,6.7,0.0,19.6,42.55,1021.96,17.01
2025-02-09 09:00:00,0.0,7200.0,7200.0,135.57,23.47,6.5,0.0,19.7,41.94,1021.95,16.85
2025-02-09 10:00:00,0.0,7200.0,7200.0,149.84,30.48,7.0,0.0,19.6,41.52,1022.0,16.9
2025-02-09 11:00:00,0.0,7200.0,7200.0,166.29,34.82,9.3,0.0,19.6,41.46,1021.58,17.04
2025-02-09 12:00:00,0.0,7200.0,7200.0,184.27,35.78,12.4,0.0,19.5,41.58,1021.03,17.1
2025-02-09 13:00:00,0.0,7200.0,7200.0,202.05,33.1,14.4,0.0,19.5,41.78,1020.08,17.11
2025-02-09 14:00:00,0.0,7200.0,7200.0,217.49,27.37,15.3,9.0,19.5,42.0,1019.9,17.14
2025-02-09 15:00:00,0.0,7200.0,7200.0,230.69,19.35,16.3,11.0,19.5,42.37,1019.85,17.19
2025-02-09 16:00:00,0.0,7200.0,7200.0,242.63,9.17,15.8,83.0,19.4,42.83,1019.98,17.24
2025-02-09 17:00:00,0.0,7200.0,7200.0,250.9,0.5,15.1,30.0,19.5,43.23,1020.4,17.19
2025-02-09 18:00:00,0.0,7200.0,7200.0,261.16,-12.04,14.6,18.0,19.4,43.93,1020.65,17.23
2025-02-09 19:00:00,0.0,7200.0,7200.0,269.08,-21.85,13.6,96.0,19.5,44.56,1021.23,17.25
2025-02-09 20:00:00,0.0,7200.0,7200.0,279.13,-33.37,12.8,90.0,19.4,44.91,1021.11,17.23
2025-02-09 21:00:00,0.0,7200.0,7200.0,291.24,-44.51,12.4,89.0,19.4,45.15,1021.16,17.21
2025-02-10 07:00:00,1118.0,7200.0,7200.0,112.78,4.83,7.3,91.0,19.0,47.7,1019.39,18.43
2025-02-10 08:00:00,91.0,7200.0,7200.0,122.96,14.59,7.4,100.0,19.2,53.07,1019.57,19.88
2025-02-10 09:00:00,239.0,7200.0,7200.0,135.07,23.56,7.6,100.0,20.1,55.58,1019.75,20.7
2025-02-10 10:00:00,3146.0,7200.0,7200.0,149.34,30.65,9.0,100.0,20.8,50.43,1019.83,20.29
2025-02-10 11:00:00,1447.0,7200.0,7200.0,165.82,35.07,10.9,100.0,21.1,48.37,1019.37,20.32
2025-02-10 12:00:00,2797.0,7200.0,7200.0,184.2,36.1,13.0,100.0,20.9,48.54,1018.41,20.49
2025-02-10 13:00:00,722.0,7200.0,7200.0,202.16,33.41,14.5,100.0,21.4,48.94,1017.53,19.99
2025-02-10 14:00:00,1620.0,7200.0,7200.0,217.67,27.66,15.0,100.0,21.8,50.29,1016.93,19.21
2025-02-10 15:00:00,354.0,7200.0,7200.0,230.9,19.61,15.2,100.0,21.5,55.4,1016.91,19.5
2025-02-10 16:00:00,3528.0,7200.0,7200.0,242.83,9.43,15.2,100.0,21.8,56.9,1016.88,20.03
2025-02-10 17:00:00,3600.0,7200.0,7200.0,250.93,0.97,14.6,100.0,22.2,55.59,1016.99,19.85
2025-02-10 18:00:00,85.0,7200.0,7200.0,260.98,-11.29,14.4,49.0,22.2,56.7,1016.97,20.3
2025-02-10 19:00:00,258.0,7200.0,7200.0,269.52,-21.86,14.1,100.0,22.3,58.34,1017.18,20.69
2025-02-10 20:00:00,0.0,7200.0,7200.0,279.63,-33.37,13.6,100.0,22.4,57.31,1017.37,20.1
2025-02-10 21:00:00,0.0,7200.0,7200.0,291.82,-44.48,13.4,94.0,22.3,56.19,1017.17,19.42
2025-02-11 07:00:00,3073.0,7200.0,7200.0,112.51,5.01,9.3,43.0,20.2,54.28,1015.9,19.43
2025-02-11 08:00:00,2892.0,7200.0,7200.0,123.23,15.26,8.8,77.0,20.5,52.89,1016.13,20.74
2025-02-11 09:00:00,182.0,7200.0,7200.0,135.45,24.18,8.1,33.0,21.2,51.77,1016.13,20.36
2025-02-11 10:00:00,374.0,7200.0,7200.0,149.87,31.2,8.9,18.0,22.0,53.63,1015.88,20.09
2025-02-11 11:00:00,258.0,7200.0,7200.0,166.52,35.51,11.5,8.0,22.2,52.78,1015.4,20.75
2025-02-11 12:00:00,110.0,7200.0,7200.0,184.42,36.44,13.7,20.0,22.2,50.46,1014.38,20.89
2025-02-11 13:00:00,948.0,7200.0,7200.0,202.28,33.72,15.1,2.0,22.3,50.17,1013.51,20.54
2025-02-11 14:00:00,1080.0,7200.0,7200.0,217.86,27.94,16.1,3.0,22.1,51.35,1012.9,19.94
2025-02-11 15:00:00,3600.0,7200.0,7200.0,231.12,19.87,16.7,2.0,22.6,53.68,1012.48,20.55
2025-02-11 16:00:00,3083.0,7200.0,7200.0,243.18,9.54,16.7,10.0,22.7,52.08,1012.43,21.06
2025-02-11 17:00:00,762.0,7200.0,7200.0,251.39,0.95,15.8,30.0,23.1,52.63,1012.74,20.61
2025-02-11 18:00:00,0.0,7200.0,7200.0,261.41,-11.29,14.9,15.0,22.9,54.37,1013.25,20.77
2025-02-11 19:00:00,771.0,4621.0,4621.0,269.97,-21.86,13.8,21.0,23.3,53.92,1013.4,20.6
2025-02-11 20:00:00,0.0,0.0,0.0,280.13,-33.36,13.3,34.0,23.6,53.68,1013.62,20.15
2025-02-11 21:00:00,0.0,0.0,0.0,292.4,-44.44,12.5,82.0,23.4,53.81,1013.4,19.83
2025-02-12 07:00:00,3118.0,0.0,0.0,112.23,5.2,10.5,89.0,21.2,53.86,1010.35,20.08
2025-02-12 08:00:00,856.0,0.0,0.0,122.74,15.28,10.4,98.0,21.5,56.39,1010.17,21.02
2025-02-12 09:00:00,236.0,0.0,0.0,134.95,24.27,10.5,92.0,22.3,60.57,1010.48,21.49
2025-02-12 10:00:00,347.0,0.0,0.0,149.36,31.38,10.2,57.0,22.2,57.4,1010.49,20.88
2025-02-12 11:00:00,3295.0,0.0,0.0,166.04,35.78,11.5,76.0,22.3,56.28,1010.02,20.65
2025-02-12 12:00:00,3512.0,0.0,0.0,184.34,36.76,13.3,35.0,22.3,55.82,1009.61,21.06
2025-02-12 13:00:00,0.0,0.0,0.0,202.4,34.04,15.6,97.0,22.6,55.45,1008.66,20.8
2025-02-12 14:00:00,795.0,0.0,0.0,218.04,28.23,16.8,100.0,22.7,55.47,1008.64,20.28
2025-02-12 15:00:00,3600.0,0.0,0.0,231.34,20.13,17.6,60.0,22.4,57.29,1009.1,20.48
2025-02-12 16:00:00,3070.0,0.0,0.0,243.38,9.81,17.4,52.0,23.0,57.15,1009.83,20.89
2025-02-12 17:00:00,3390.0,0.0,0.0,251.68,1.12,17.7,22.0,23.1,58.28,1010.96,20.94
2025-02-12 18:00:00,910.0,0.0,0.0,261.84,-11.29,17.4,38.0,23.2,59.25,1011.88,21.2
2025-02-12 19:00:00,2704.0,0.0,0.0,270.43,-21.86,15.4,79.0,23.1,60.78,1012.59,21.44
2025-02-12 20:00:00,0.0,0.0,0.0,280.63,-33.35,14.7,45.0,23.4,59.93,1013.08,20.83
2025-02-12 21:00:00,0.0,0.0,0.0,292.99,-44.4,14.0,5.0,23.2,56.83,1013.13,20.15
2025-02-13 07:00:00,1675.0,9748.0,9748.0,111.97,5.4,9.9,6.0,21.0,46.79,1015.76,19.61
2025-02-13 08:00:00,54.0,14400.0,14400.0,123.01,15.96,9.2,2.0,21.3,45.88,1016.3,20.17
2025-02-13 09:00:00,982.0,14400.0,14400.0,135.32,24.91,8.4,1.0,22.0,47.18,1016.38,20.72
2025-02-13 10:00:00,522.0,14400.0,14400.0,149.89,31.94,9.0,9.0,22.5,45.1,1016.38,20.4
2025-02-13 11:00:00,122.0,14400.0,14400.0,166.74,36.23,11.4,22.0,22.5,41.9,1016.13,20.93
2025-02-13 12:00:00,51.0,14400.0,14400.0,184.87,37.09,14.0,49.0,22.5,40.58,1015.33,21.33
2025-02-13 13:00:00,91.0,14400.0,14400.0,202.53,34.36,16.1,1.0,22.5,40.29,1014.67,21.43
2025-02-13 14:00:00,1260.0,14400.0,14400.0,218.23,28.53,17.4,6.0,23.2,39.66,1014.15,20.95
2025-02-13 15:00:00,2784.0,14400.0,14400.0,231.57,20.39,18.1,73.0,23.0,41.3,1013.83,20.92
2025-02-13 16:00:00,102.0,14400.0,14400.0,243.56,10.1,18.3,100.0,23.0,43.22,1014.07,20.95
2025-02-13 17:00:00,2769.0,14400.0,14400.0,251.97,1.29,18.1,100.0,22.8,44.53,1014.28,20.86
2025-02-13 18:00:00,3600.0,14400.0,14400.0,262.29,-11.3,16.8,100.0,23.0,45.42,1014.78,21.04
2025-02-13 19:00:00,2212.0,14400.0,14400.0,270.89,-21.86,15.3,99.0,23.0,45.07,1015.05,20.94
2025-02-13 20:00:00,0.0,14400.0,14400.0,281.15,-33.34,14.0,100.0,23.2,45.45,1015.05,20.52
2025-02-13 21:00:00,0.0,14400.0,14400.0,293.59,-44.36,13.5,98.0,23.2,46.11,1015.13,20.24
2025-02-14 07:00:00,706.0,14400.0,14400.0,111.68,5.58,9.7,6.0,21.4,48.56,1013.73,20.42
2025-02-14 08:00:00,208.0,14400.0,14400.0,122.51,15.99,9.4,0.0,21.6,54.08,1013.38,21.39
2025-02-14 09:00:00,231.0,14400.0,14400.0,134.81,25.0,9.1,0.0,22.2,55.45,1013.6,21.72
2025-02-14 10:00:00,599.0,14400.0,14400.0,149.36,32.12,10.1,0.0,22.4,49.64,1013.48,21.31
2025-02-14 11:00:00,45.0,14400.0,14400.0,166.25,36.5,12.5,0.0,22.1,50.96,1012.79,22.12
2025-02-14 12:00:00,445.0,14400.0,14400.0,184.49,37.44,15.8,0.0,22.4,50.07,1011.63,22.35
2025-02-14 13:00:00,506.0,14400.0,14400.0,202.65,34.68,18.3,1.0,22.7,48.17,1010.49,21.82
2025-02-14 14:00:00,288.0,14400.0,14400.0,218.42,28.82,19.8,10.0,23.0,47.81,1009.83,21.17
2025-02-14 15:00:00,0.0,14400.0,14400.0,231.79,20.65,21.7,2.0,22.7,48.77,1009.7,20.92
2025-02-14 16:00:00,0.0,14400.0,14400.0,243.95,10.2,22.3,2.0,23.0,49.51,1009.68,20.75
2025-02-14 17:00:00,0.0,14400.0,14400.0,252.22,1.54,21.8,5.0,23.0,49.41,1009.68,20.65
2025-02-14 18:00:00,0.0,14400.0,14400.0,261.58,-9.87,19.9,6.0,23.6,50.13,1010.38,20.48
2025-02-14 19:00:00,88.0,14400.0,14400.0,270.27,-20.55,18.6,3.0,23.6,50.89,1010.68,20.39
2025-02-14 20:00:00,0.0,14400.0,14400.0,281.67,-33.33,17.5,2.0,23.9,51.02,1010.9,20.32
2025-02-14 21:00:00,0.0,14400.0,14400.0,294.19,-44.32,15.9,26.0,23.8,50.96,1010.97,20.26
2025-02-15 07:00:00,0.0,14400.0,14400.0,111.39,5.77,9.5,5.0,21.8,50.68,1012.05,19.53
2025-02-15 08:00:00,0.0,14400.0,14400.0,122.01,16.01,9.4,0.0,21.7,51.05,1012.4,19.36
2025-02-15 09:00:00,0.0,14400.0,14400.0,134.28,25.1,9.2,0.0,21.7,52.02,1012.76,19.26
2025-02-15 10:00:00,0.0,14400.0,14400.0,148.84,32.29,10.4,0.0,21.5,52.01,1012.75,19.32
2025-02-15 11:00:00,0.0,14400.0,14400.0,165.76,36.77,13.4,9.0,21.5,52.06,1012.09,19.31
2025-02-15 12:00:00,0.0,14400.0,14400.0,184.42,37.78,15.2,48.0,21.5,52.1,1011.3,19.3
2025-02-15 13:00:00,0.0,14400.0,14400.0,202.79,35.01,16.5,59.0,21.5,52.14,1010.22,19.32
2025-02-15 14:00:00,0.0,14400.0,14400.0,218.62,29.12,17.3,86.0,21.4,52.35,1009.84,19.34
2025-02-15 15:00:00,0.0,14400.0,14400.0,232.02,20.92,16.9,41.0,21.4,52.68,1009.86,19.34
2025-02-15 16:00:00,0.0,14400.0,14400.0,244.13,10.51,16.9,41.0,21.4,53.23,1009.77,19.31
2025-02-15 17:00:00,0.0,14400.0,14400.0,252.53,1.71,16.4,56.0,21.4,53.85,1010.32,19.31
2025-02-15 18:00:00,0.0,14400.0,14400.0,262.03,-9.88,15.8,96.0,21.3,54.27,1010.47,19.27
2025-02-15 19:00:00,0.0,14400.0,14400.0,270.74,-20.55,15.2,92.0,21.3,54.75,1010.67,19.29
2025-02-15 20:00:00,0.0,14400.0,14400.0,282.19,-33.32,14.4,100.0,21.3,55.17,1010.69,19.28
2025-02-15 21:00:00,0.0,14400.0,14400.0,294.8,-44.26,14.0,100.0,21.3,55.66,1010.67,19.26
2025-02-16 07:00:00,0.0,14400.0,14400.0,111.12,5.98,9.4,98.0,20.7,52.65,1009.72,18.75
2025-02-16 08:00:00,0.0,14400.0,14400.0,122.27,16.7,8.9,100.0,20.6,52.55,1009.72,18.65
2025-02-16 09:00:00,0.0,14400.0,14400.0,134.66,25.74,8.6,100.0,20.6,52.84,1010.15,18.56
2025-02-16 10:00:00,0.0,14400.0,14400.0,149.37,32.87,9.6,16.0,20.5,52.95,1010.02,18.54
2025-02-16 11:00:00,0.0,14400.0,14400.0,166.46,37.23,11.9,31.0,20.5,52.97,1009.51,18.57
2025-02-16 12:00:00,0.0,14400.0,14400.0,184.96,38.11,14.6,21.0,20.5,53.09,1008.65,18.61
2025-02-16 13:00:00,0.0,14400.0,14400.0,202.92,35.34,16.6,11.0,20.5,53.4,1007.9,18.7
2025-02-16 14:00:00,0.0,14400.0,14400.0,218.82,29.42,18.1,7.0,20.5,53.93,1007.6,18.78
2025-02-16 15:00:00,0.0,14400.0,14400.0,232.26,21.19,18.3,0.0,20.5,54.23,1007.61,18.8
2025-02-16 16:00:00,0.0,14400.0,14400.0,244.29,10.84,18.0,0.0,20.5,54.7,1008.14,18.81
2025-02-16 17:00:00,0.0,14400.0,14400.0,252.84,1.88,17.2,0.0,20.6,54.95,1008.89,18.79
2025-02-16 18:00:00,0.0,14400.0,14400.0,262.49,-9.88,15.9,4.0,20.5,55.51,1009.63,18.78
2025-02-16 19:00:00,0.0,14400.0,14400.0,271.21,-20.55,14.7,23.0,20.6,56.3,1010.17,18.74
2025-02-16 20:00:00,0.0,14400.0,14400.0,282.72,-33.3,13.8,26.0,20.5,56.57,1010.55,18.75
2025-02-16 21:00:00,0.0,14400.0,14400.0,295.41,-44.21,13.3,8.0,20.5,56.91,1011.33,18.75
2025-02-17 07:00:00,3236.0,14400.0,14400.0,110.82,6.17,10.2,31.0,20.2,59.27,1010.93,19.52
2025-02-17 08:00:00,897.0,14400.0,14400.0,121.76,16.73,9.8,96.0,20.5,58.42,1011.22,20.62
2025-02-17 09:00:00,173.0,14400.0,14400.0,134.13,25.84,10.0,88.0,21.2,57.39,1011.17,21.48
2025-02-17 10:00:00,1619.0,14400.0,14400.0,148.83,33.05,10.9,40.0,21.9,57.22,1011.22,21.56
2025-02-17 11:00:00,41.0,14400.0,14400.0,165.96,37.51,13.2,6.0,22.0,55.78,1011.37,21.52
2025-02-17 12:00:00,471.0,14400.0,14400.0,184.57,38.48,15.5,1.0,21.9,53.38,1010.45,21.35
2025-02-17 13:00:00,624.0,14400.0,14400.0,203.05,35.67,17.3,0.0,22.0,53.16,1009.76,20.71
2025-02-17 14:00:00,171.0,14400.0,14400.0,219.02,29.72,18.1,0.0,22.2,57.54,1009.68,20.04
2025-02-17 15:00:00,3456.0,14400.0,14400.0,232.5,21.46,17.3,0.0,21.8,59.98,1009.67,20.56
2025-02-17 16:00:00,3600.0,14400.0,14400.0,244.71,10.92,16.8,4.0,21.6,58.33,1010.07,21.29
2025-02-17 17:00:00,3600.0,14400.0,14400.0,253.11,2.11,16.3,4.0,21.5,57.77,1010.51,21.48
2025-02-17 18:00:00,731.0,14400.0,14400.0,262.46,-9.28,15.6,4.0,21.7,57.91,1011.3,21.99
2025-02-17 19:00:00,106.0,14400.0,14400.0,271.69,-20.55,14.6,12.0,21.8,60.5,1011.55,22.24
2025-02-17 20:00:00,0.0,14400.0,14400.0,283.25,-33.29,13.7,6.0,22.1,59.58,1011.89,21.44
2025-02-17 21:00:00,0.0,14400.0,14400.0,296.03,-44.16,13.6,1.0,22.6,58.4,1012.31,20.77
2025-02-18 07:00:00,1320.0,14400.0,14400.0,110.35,6.18,9.8,100.0,20.9,55.58,1012.16,20.28
2025-02-18 08:00:00,85.0,14400.0,14400.0,121.25,16.77,9.5,100.0,21.2,54.09,1012.3,21.31
2025-02-18 09:00:00,234.0,14400.0,14400.0,133.59,25.94,9.2,100.0,21.7,52.6,1012.37,21.86
2025-02-18 10:00:00,428.0,14400.0,14400.0,148.29,33.23,10.2,100.0,22.0,50.92,1012.32,21.2
2025-02-18 11:00:00,37.0,14400.0,14400.0,165.46,37.79,12.5,100.0,22.5,52.42,1011.92,21.41
2025-02-18 12:00:00,149.0,14400.0,14400.0,184.49,38.82,13.5,100.0,22.3,53.76,1011.21,21.78
2025-02-18 13:00:00,3417.0,14400.0,14400.0,203.19,36.0,14.6,100.0,22.6,52.53,1010.1,21.41
2025-02-18 14:00:00,1310.0,14400.0,14400.0,219.22,30.03,15.8,98.0,22.7,53.1,1009.7,20.86
2025-02-18 15:00:00,3560.0,14400.0,14400.0,232.73,21.74,15.7,96.0,22.3,56.57,1009.95,21.31
2025-02-18 16:00:00,583.0,14400.0,14400.0,244.87,11.26,15.7,88.0,22.7,58.05,1010.22,21.73
2025-02-18 17:00:00,2021.0,14400.0,14400.0,253.43,2.27,15.3,97.0,23.0,57.77,1010.55,21.57
2025-02-18 18:00:00,81.0,14400.0,14400.0,262.92,-9.28,14.9,100.0,23.2,59.28,1010.79,21.8
2025-02-18 19:00:00,1544.0,14400.0,14400.0,272.17,-20.55,14.1,100.0,22.8,59.35,1011.22,21.86
2025-02-18 20:00:00,0.0,14400.0,14400.0,283.79,-33.27,13.8,100.0,23.4,57.93,1011.58,21.32
2025-02-18 21:00:00,0.0,14400.0,14400.0,296.65,-44.1,13.7,97.0,23.0,57.95,1012.08,20.9
2025-02-19 07:00:00,3600.0,14400.0,14400.0,110.24,6.58,9.9,96.0,21.4,57.69,1014.21,20.22
2025-02-19 08:00:00,3600.0,14400.0,14400.0,121.49,17.45,9.3,88.0,21.2,56.4,1015.13,21.21
2025-02-19 09:00:00,3600.0,14400.0,14400.0,133.95,26.59,8.9,85.0,21.5,56.58,1015.44,21.71
2025-02-19 10:00:00,1496.0,14400.0,14400.0,148.81,33.81,10.5,100.0,22.2,56.88,1015.78,21.69
2025-02-19 11:00:00,481.0,14400.0,14400.0,166.16,38.26,12.3,100.0,22.6,55.67,1015.63,21.91
2025-02-19 12:00:00,451.0,14400.0,14400.0,185.04,39.17,13.7,100.0,22.5,54.14,1015.24,21.86
2025-02-19 13:00:00,94.0,14400.0,14400.0,203.32,36.34,15.3,95.0,22.7,53.95,1015.13,21.3
2025-02-19 14:00:00,300.0,14400.0,14400.0,219.42,30.34,16.5,44.0,22.4,54.94,1015.46,20.96
2025-02-19 15:00:00,5.0,14400.0,14400.0,232.97,22.02,16.4,100.0,22.0,58.05,1015.83,21.44
2025-02-19 16:00:00,109.0,14400.0,14400.0,245.0,11.63,16.2,100.0,22.4,56.26,1016.53,21.74
2025-02-19 17:00:00,3600.0,14400.0,14400.0,253.76,2.44,15.9,100.0,22.7,57.18,1017.65,21.51
2025-02-19 18:00:00,3600.0,14400.0,14400.0,263.39,-9.29,15.1,100.0,23.0,57.54,1018.43,21.88
2025-02-19 19:00:00,2830.0,14400.0,14400.0,272.66,-20.55,14.4,14.0,23.3,56.76,1019.19,22.07
2025-02-19 20:00:00,0.0,14400.0,14400.0,284.34,-33.26,13.8,3.0,23.5,56.53,1019.92,21.52
2025-02-19 21:00:00,0.0,14400.0,14400.0,297.28,-44.05,13.1,4.0,23.1,56.46,1020.42,21.02
2025-02-20 07:00:00,1073.0,14400.0,14400.0,109.81,6.64,10.4,100.0,21.5,53.52,1022.44,20.45
2025-02-20 08:00:00,148.0,14400.0,14400.0,120.97,17.49,10.7,100.0,21.8,53.96,1023.03,20.97
2025-02-20 09:00:00,704.0,14400.0,14400.0,133.41,26.69,11.0,100.0,22.0,52.22,1023.22,21.37
2025-02-20 10:00:00,1931.0,14400.0,14400.0,148.25,34.0,11.7,100.0,21.9,52.05,1023.18,20.81
2025-02-20 11:00:00,843.0,14400.0,14400.0,165.65,38.55,13.1,100.0,22.1,54.04,1022.7,21.62
2025-02-20 12:00:00,334.0,14400.0,14400.0,184.64,39.54,14.7,100.0,22.0,52.87,1022.1,21.89
2025-02-20 13:00:00,44.0,14400.0,14400.0,203.46,36.68,15.9,89.0,22.2,51.8,1021.42,21.54
