entity_id,time,valor_medio
sensor.sensor_puerta_1_device_temperature,2025-03-05 07:30:00,18.0
sensor.sensor_puerta_1_device_temperature,2025-03-07 08:30:00,18.0
sensor.sensor_puerta_1_device_temperature,2025-03-07 09:30:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-07 13:00:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-03-07 17:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-03-07 23:00:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-03-07 23:30:00,21.0
sensor.sensor_puerta_1_device_temperature,2025-03-08 01:30:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-03-08 06:30:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-08 08:00:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-03-08 09:30:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-08 10:30:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-03-08 14:30:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-08 17:00:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-03-08 19:00:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-08 20:30:00,20.0
sensor.sensor_puerta_1_device_temperature,2025-03-08 22:00:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-09 02:30:00,18.0
sensor.sensor_puerta_1_device_temperature,2025-03-09 03:00:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-09 06:30:00,18.0
sensor.sensor_puerta_1_device_temperature,2025-03-09 08:00:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-09 09:00:00,18.0
sensor.sensor_puerta_1_device_temperature,2025-03-09 10:00:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-09 12:30:00,18.0
sensor.sensor_puerta_1_device_temperature,2025-03-09 15:00:00,19.0
sensor.sensor_puerta_1_device_temperature,2025-03-09 17:30:00,20.0
