time, sensor_ventana_2 Puerta,sensor_puerta_1 Puerta,sensor_ventana_1 Puerta,sensor_ventana_11 Puerta,sensor_ventana_12 Puerta,sensor_ventana_3 Puerta,sensor_ventana_4 Puerta,sensor_ventana_5 Puerta,sensor_ventana_6 Puerta,sensor_ventana_7 Puerta,sensor_ventana_8 Puerta,sensor_ventana_9 Puerta,suma_ventanas_arriba,suma_ventanas_abajo
2025-01-31 07:00:00,0.0,1109.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,9.0,3600.0,0.0,1800.0,7200.0
2025-01-31 08:00:00,0.0,47.0,0.0,824.0,3600.0,501.0,0.0,0.0,0.0,0.0,3600.0,0.0,1800.0,7200.0
2025-01-31 09:00:00,0.0,260.0,0.0,0.0,3600.0,827.0,0.0,0.0,0.0,0.0,3600.0,0.0,1800.0,7200.0
2025-01-31 10:00:00,0.0,342.0,0.0,163.0,3600.0,98.0,0.0,0.0,0.0,2073.0,3600.0,0.0,1800.0,7200.0
2025-01-31 11:00:00,0.0,57.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,3600.0,3600.0,0.0,1800.0,7200.0
2025-01-31 12:00:00,0.0,565.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,3600.0,3600.0,3322.0,1800.0,7200.0
2025-01-31 13:00:00,0.0,751.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,3600.0,3600.0,3600.0,1800.0,7200.0
2025-01-31 14:00:00,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,3600.0,3600.0,3600.0,1800.0,7200.0
2025-01-31 15:00:00,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,3600.0,3600.0,3600.0,1800.0,7200.0
2025-01-31 16:00:00,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,3600.0,3600.0,3600.0,1800.0,7200.0
2025-01-31 17:00:00,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,3600.0,3600.0,3600.0,1800.0,7200.0
2025-01-31 18:00:00,0.0,0.0,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,3600.0,3600.0,3600.0,1800.0,7200.0
